	ANRIL	p16	p14	p15
liver%2c%20adult%2c%20pool1.CNhs10624.10018-101C9	0.0	0.16206130127724	1.13442910894068	0.648245205108962
lung%2c%20adult%2c%20pool1.CNhs10625.10019-101D1	0.472509646474176	0.708764469711265	2.9531852904636	17.6009843311631
lung%2c%20right%20lower%20lobe%2c%20adult%2c%20donor1.CNhs11786.10075-102A3	0.458216323057492	0.0	0.458216323057492	11.9136243994948
lymph%20node%2c%20adult%2c%20donor1.CNhs11788.10077-102A5	0.0	0.0	1.42008760637529	2.84017521275058
nucleus%20accumbens%2c%20adult%2c%20pool1.CNhs10644.10037-101F1	2.0622600077603	0.468695456309159	2.62469455533129	1.7810427339748
occipital%20lobe%2c%20adult%2c%20donor1.CNhs11787.10076-102A4	0.0	0.787196587275318	0.787196587275318	1.04959544970042
occipital%20pole%2c%20adult%2c%20pool1.CNhs10643.10036-101E9	0.709573561422592	0.630732054597859	2.20756219109251	0.236524520474197
olfactory%20region%2c%20adult.CNhs12611.10195-103E6	0.76420814563345	0.0	1.71946832767526	1.14631221845017
optic%20nerve%2c%20donor1.CNhs13449.10277-104E7	2.00104802065687	0.0	0.0	2.00104802065687
ovary%2c%20adult%2c%20pool1.CNhs10626.10020-101D2	0.786163699059274	0.174703044235394	1.74703044235394	0.786163699059274
pancreas%2c%20adult%2c%20donor1.CNhs11756.10049-101G4	0.0	0.0	1.88127810112888	0.940639050564441
paracentral%20gyrus%2c%20adult%2c%20pool1.CNhs10642.10035-101E8	1.00674238162697	0.0	1.37283052040042	0.640654242853527
parietal%20cortex%2c%20adult%2c%20donor10258.CNhs14226.10373-105G4	1.46801363671765	0.0	0.0	0.734006818358825
parotid%20gland%2c%20adult.CNhs12849.10199-103F1	1.23332771411641	0.616663857058206	1.23332771411641	4.31664699940744
penis%2c%20adult.CNhs12850.10200-103F2	0.537112173599288	0.0	0.0	5.37112173599288
placenta%2c%20adult%2c%20pool1.CNhs10627.10021-101D3	0.0	0.645016635904658	6.98768022230046	4.94512754193571
pons%2c%20adult%2c%20pool1.CNhs10640.10033-101E6	1.20494304279162	0.172134720398803	1.72134720398803	0.860673601994016
postcentral%20gyrus%2c%20adult%2c%20pool1.CNhs10638.10032-101E5	0.348701832953498	0.435877291191873	0.871754582383745	0.784579124145371
prostate%2c%20adult%2c%20pool1.CNhs10628.10022-101D4	0.272075012854239	0.181383341902826	1.90452508997967	4.26250853471641
retina%2c%20adult%2c%20pool1.CNhs10636.10030-101E3	0.0993994794080917	0.695796355856642	1.29219323230519	1.1927937528971
salivary%20gland%2c%20adult%2c%20pool1.CNhs11677.10093-102C3	0.0	0.0	1.14390449492952	6.29147472211238
seminal%20vesicle%2c%20adult.CNhs12851.10201-103F3	0.529071387905991	0.529071387905991	2.64535693952995	2.11628555162396
skeletal%20muscle%20-%20soleus%20muscle%2c%20donor1.CNhs13454.10282-104F3	0.0	0.0	0.0	5.67467955582335
skeletal%20muscle%2c%20adult%2c%20pool1.CNhs10629.10023-101D5	0.119937269708181	0.359811809124543	0.719623618249087	9.11523249782177
skin%2c%20adult%2c%20donor1.CNhs11785.10074-102A2	0.0	0.0	0.0	27.1408348336079
small%20intestine%2c%20adult%2c%20pool1.CNhs10630.10024-101D6	0.119442940958325	0.0	1.9110870553332	90.418306305452
smooth%20muscle%2c%20adult%2c%20pool1.CNhs11755.10048-101G3	0.258455034169505	0.0	1.03382013667802	3.10146041003406
spleen%2c%20adult%2c%20pool1.CNhs10631.10025-101D7	0.99120819244836	0.33040273081612	9.80194768087823	6.27765188550628
submaxillary%20gland%2c%20adult.CNhs12852.10202-103F4	0.569680720678539	0.0	1.13936144135708	2.27872288271416
temporal%20lobe%2c%20adult%2c%20pool1.CNhs10637.10031-101E4	0.762934762114148	1.10201687860933	1.5258695242283	0.508623174742766
throat%2c%20adult.CNhs12858.10209-103G2	0.998679180489532	0.0	2.49669795122383	15.9788668878325
thymus%2c%20adult%2c%20pool1.CNhs10633.10027-101D9	0.695904608344099	0.298244832147471	3.57893798576965	1.49122416073735
thyroid%2c%20adult%2c%20pool1.CNhs10634.10028-101E1	0.0	0.186625917730501	0.933129588652507	1.30638142411351
tongue%20epidermis%20%28fungiform%20papillae%29%2c%20donor1.CNhs13460.10288-104F9	6.15923124252984	0.0	6.15923124252984	12.3184624850597
tongue%2c%20adult.CNhs12853.10203-103F5	0.0	0.0	3.25608360989664	11.8614474360521
tonsil%2c%20adult%2c%20pool1.CNhs10654.10047-101G2	0.901580412859803	0.500878007144335	18.1317838586249	22.6396859229239
trachea%2c%20adult%2c%20pool1.CNhs10635.10029-101E2	1.22697861683464	0.408992872278213	5.80769878635063	10.6338146792335
uterus%2c%20adult%2c%20pool1.CNhs11676.10100-102D1	0.341256513342787	0.170628256671393	0.682513026685573	4.9482194434704
vagina%2c%20adult.CNhs12854.10204-103F6	0.0	0.0	1.29239758385253	21.970758925493
vein%2c%20adult.CNhs12844.10191-103E2	0.657594977630749	0.0	2.19198325876916	1.53438828113841
adipose%2c%20donor_avgd	0.0	0.361276759784783	1.6741861886919738	3.0658949344748216
putamen%2c%20adult%2c%20donor_avgd	0.433707996550863	0.0	1.3499552432837458	1.5054814296914463
medial%20frontal%20gyrus%2c%20adult%2c%20donor_avgd	1.2454164037578108	0.16719791227349268	0.4124062490368627	0.4291145893358967
thalamus%2c%20adult%2c%20donor_avgd	0.3674623637701619	0.18373118188508084	0.6251315139104267	1.508602195226974
substantia%20nigra%2c%20adult%2c%20donor_avgd	1.2462359393713967	0.20770598989523267	1.2801820583130132	1.10776527944124
parietal%20lobe%2c%20adult%2c%20donor_avgd	1.0529147541200754	0.520022519611857	1.2456575234992966	0.7678779308231717
medulla%20oblongata%2c%20adult%2c%20donor_avgd	1.1920767430059243	1.862629990879678	3.30093535616273	4.558248468087856
cerebellum%2c%20adult%2c%20donor_avgd	0.07117018318043167	0.28468073272172667	1.32694121380653	1.8853966497408734
medial%20temporal%20gyrus%2c%20adult%2c%20donor_avgd	0.39546675715109664	0.480699577193386	1.2699182892108867	3.297417921319609
testis%2c%20adult%2c%20pool_avgd	1.729058999108634	0.1610588771096525	2.8135821691133547	2.577242354419745
hippocampus%2c%20adult%2c%20donor_avgd	0.5061499461865301	0.20409986782124334	1.3411346971797	1.22459920692746
spinal%20cord%2c%20adult%2c%20donor_avgd	2.4744302139801797	0.20789221476320732	2.27846580990372	1.0836813555568432
pineal%20gland%2c%20adult%2c%20donor_avgd	1.0162464389422274	0.42403397865398734	2.0912922237983915	1.0278671071955694
globus%20pallidus%2c%20adult%2c%20donor_avgd	1.7052900949952903	1.318505753164179	4.936897735155624	0.9445919730116566
pituitary%20gland%2c%20adult%2c%20donor_avgd	15.1250621230418	8.680076804718956	53.21218142693544	13.13922324591421
caudate%20nucleus%2c%20adult%2c%20donor_avgd	1.4267902098051486	0.167326252467473	0.8299775993922167	1.573361985197815
locus%20coeruleus%2c%20adult%2c%20donor_avgd	0.3789834227010556	0.0	0.31429617201876536	0.3789834227010556
colon%2c%20adult%2c%20donor_avgd	0.0587516961654405	0.0587516961654405	1.586295796466885	40.31363876853945
brain%2c%20adult%2c%20donor_avgd	0.27839557986618	0.27839557986618	1.057903203491485	0.612470275705595
amygdala%2c%20adult%2c%20donor_avgd	1.2871810691967076	0.897049834243797	2.691149502731395	1.50535215339286
occipital%20cortex%2c%20adult%2c%20donor_avgd	1.96946271462751	0.2683630673148395	0.53672613462968	1.56691811365525
