MTAP	NTC1	negative_control
DMRTA1	NTC1	negative_control
MTAP	NTC2	negative_control
DMRTA1	NTC2	negative_control
MTAP	NTC3	negative_control
DMRTA1	NTC3	negative_control
MTAP	NTC4	negative_control
DMRTA1	NTC4	negative_control
MTAP	NTC5	negative_control
DMRTA1	NTC5	negative_control
MTAP	NTC6	negative_control
DMRTA1	NTC6	negative_control
MTAP	NTC7	negative_control
DMRTA1	NTC7	negative_control
MTAP	NTC8	negative_control
DMRTA1	NTC8	negative_control
MTAP	NTC9	negative_control
DMRTA1	NTC9	negative_control
MTAP	NTC10	negative_control
DMRTA1	NTC10	negative_control
MTAP	NTC11	negative_control
DMRTA1	NTC11	negative_control
MTAP	NTC12	negative_control
DMRTA1	NTC12	negative_control
MTAP	NTC13	negative_control
DMRTA1	NTC13	negative_control
MTAP	NTC14	negative_control
DMRTA1	NTC14	negative_control
MTAP	NTC15	negative_control
DMRTA1	NTC15	negative_control
MTAP	NTC16	negative_control
DMRTA1	NTC16	negative_control
MTAP	NTC17	negative_control
DMRTA1	NTC17	negative_control
MTAP	NTC18	negative_control
DMRTA1	NTC18	negative_control
MTAP	NTC19	negative_control
DMRTA1	NTC19	negative_control
MTAP	NTC20	negative_control
DMRTA1	NTC20	negative_control
MTAP	NTC21	negative_control
DMRTA1	NTC21	negative_control
MTAP	sgRNA_21883622.21884011	candidate
DMRTA1	sgRNA_21883622.21884011	candidate
MTAP	sgRNA_21889623.21890192	candidate
DMRTA1	sgRNA_21889623.21890192	candidate
MTAP	sgRNA_21902048.21902508	candidate
DMRTA1	sgRNA_21902048.21902508	candidate
MTAP	sgRNA_21903297.21903761	candidate
DMRTA1	sgRNA_21903297.21903761	candidate
MTAP	sgRNA_21904489.21904691	candidate
DMRTA1	sgRNA_21904489.21904691	candidate
MTAP	sgRNA_21904827.21905164	candidate
DMRTA1	sgRNA_21904827.21905164	candidate
MTAP	sgRNA_21906895.21907254	candidate
DMRTA1	sgRNA_21906895.21907254	candidate
MTAP	sgRNA_21919590.21919906	candidate
DMRTA1	sgRNA_21919590.21919906	candidate
MTAP	sgRNA_21931517.21931760	candidate
DMRTA1	sgRNA_21931517.21931760	candidate
MTAP	sgRNA_21933887.21934239	candidate
DMRTA1	sgRNA_21933887.21934239	candidate
MTAP	sgRNA_21936083.21936630	candidate
DMRTA1	sgRNA_21936083.21936630	candidate
MTAP	sgRNA_21949048.21949358	candidate
DMRTA1	sgRNA_21949048.21949358	candidate
MTAP	sgRNA_21949747.21950002	candidate
DMRTA1	sgRNA_21949747.21950002	candidate
MTAP	sgRNA_21950432.21950893	candidate
DMRTA1	sgRNA_21950432.21950893	candidate
MTAP	sgRNA_21952893.21953162	candidate
DMRTA1	sgRNA_21952893.21953162	candidate
MTAP	sgRNA_21955669.21956088	candidate
DMRTA1	sgRNA_21955669.21956088	candidate
MTAP	sgRNA_21959853.21960015	candidate
DMRTA1	sgRNA_21959853.21960015	candidate
MTAP	sgRNA_21961653.21961902	candidate
DMRTA1	sgRNA_21961653.21961902	candidate
MTAP	sgRNA_21964186.21964500	candidate
DMRTA1	sgRNA_21964186.21964500	candidate
MTAP	sgRNA_21964910.21965507	candidate
DMRTA1	sgRNA_21964910.21965507	candidate
MTAP	sgRNA_21965574.21965827	candidate
DMRTA1	sgRNA_21965574.21965827	candidate
MTAP	sgRNA_21967673.21968059	candidate
DMRTA1	sgRNA_21967673.21968059	candidate
MTAP	sgRNA_21968332.21968667	candidate
DMRTA1	sgRNA_21968332.21968667	candidate
MTAP	sgRNA_21970423.21970667	candidate
DMRTA1	sgRNA_21970423.21970667	candidate
MTAP	sgRNA_21970669.21971071	candidate
DMRTA1	sgRNA_21970669.21971071	candidate
MTAP	sgRNA_21971240.21971874	candidate
DMRTA1	sgRNA_21971240.21971874	candidate
MTAP	sgRNA_21973546.21973929	candidate
DMRTA1	sgRNA_21973546.21973929	candidate
MTAP	sgRNA_21974016.21974250	candidate
DMRTA1	sgRNA_21974016.21974250	candidate
MTAP	sgRNA_21974382.21974628	candidate
DMRTA1	sgRNA_21974382.21974628	candidate
MTAP	p16_tss1	candidate
DMRTA1	p16_tss1	candidate
MTAP	p16_tss2	candidate
DMRTA1	p16_tss2	candidate
MTAP	p16_tss3	candidate
DMRTA1	p16_tss3	candidate
MTAP	sgRNA_21975838.21975990	candidate
DMRTA1	sgRNA_21975838.21975990	candidate
MTAP	sgRNA_21976337.21976594	candidate
DMRTA1	sgRNA_21976337.21976594	candidate
MTAP	sgRNA_21982447.21983001	candidate
DMRTA1	sgRNA_21982447.21983001	candidate
MTAP	sgRNA_21983545.21983947	candidate
DMRTA1	sgRNA_21983545.21983947	candidate
MTAP	sgRNA_21984590.21984842	candidate
DMRTA1	sgRNA_21984590.21984842	candidate
MTAP	sgRNA_21986846.21987062	candidate
DMRTA1	sgRNA_21986846.21987062	candidate
MTAP	sgRNA_21987490.21987738	candidate
DMRTA1	sgRNA_21987490.21987738	candidate
MTAP	sgRNA_21988344.21989004	candidate
DMRTA1	sgRNA_21988344.21989004	candidate
MTAP	sgRNA_21989448.21989770	candidate
DMRTA1	sgRNA_21989448.21989770	candidate
MTAP	sgRNA_21989846.21990150	candidate
DMRTA1	sgRNA_21989846.21990150	candidate
MTAP	sgRNA_21990239.21990463	candidate
DMRTA1	sgRNA_21990239.21990463	candidate
MTAP	sgRNA_21991610.21991964	candidate
DMRTA1	sgRNA_21991610.21991964	candidate
MTAP	sgRNA_21993497.21993792	candidate
DMRTA1	sgRNA_21993497.21993792	candidate
MTAP	sgRNA_21993910.21994234	candidate
DMRTA1	sgRNA_21993910.21994234	candidate
MTAP	p14_tss	candidate
DMRTA1	p14_tss	candidate
MTAP	sgRNA_21994938.21995219	candidate
DMRTA1	sgRNA_21994938.21995219	candidate
MTAP	sgRNA_21995566.21996214	candidate
DMRTA1	sgRNA_21995566.21996214	candidate
MTAP	sgRNA_21996463.21997024	candidate
DMRTA1	sgRNA_21996463.21997024	candidate
MTAP	sgRNA_21997856.21998917	candidate
DMRTA1	sgRNA_21997856.21998917	candidate
MTAP	sgRNA_21999779.22000849	candidate
DMRTA1	sgRNA_21999779.22000849	candidate
MTAP	sgRNA_22002098.22002371	candidate
DMRTA1	sgRNA_22002098.22002371	candidate
MTAP	sgRNA_22003089.22003510	candidate
DMRTA1	sgRNA_22003089.22003510	candidate
MTAP	sgRNA_22004994.22006412	candidate
DMRTA1	sgRNA_22004994.22006412	candidate
MTAP	sgRNA_22007045.22007577	candidate
DMRTA1	sgRNA_22007045.22007577	candidate
MTAP	sgRNA_22008685.22010033	candidate
DMRTA1	sgRNA_22008685.22010033	candidate
MTAP	sgRNA_22010987.22011368	candidate
DMRTA1	sgRNA_22010987.22011368	candidate
MTAP	sgRNA_22011678.22011875	candidate
DMRTA1	sgRNA_22011678.22011875	candidate
MTAP	sgRNA_22012420.22012801	candidate
DMRTA1	sgRNA_22012420.22012801	candidate
MTAP	sgRNA_22013364.22014150	candidate
DMRTA1	sgRNA_22013364.22014150	candidate
