gene_id	gRNA_group	pair_type
IFNE	sgRNA_22055098.22055526_22055507_gene	candidate
IFNWP19	sgRNA_22055098.22055526_22055507_gene	candidate
p14.dialup	sgRNA_22055098.22055526_22055507_gene	candidate
CDKN2B	sgRNA_22056244.22056527_22056432_gene	candidate
CDKN2B-AS1	sgRNA_22056244.22056527_22056432_gene	candidate
p16.dialup	sgRNA_22056244.22056527_22056432_gene	candidate
MTAP	sgRNA_22056244.22056527_22056432_gene	candidate
DMRTA1	sgRNA_22056244.22056527_22056432_gene	candidate
IFNB1	sgRNA_22056244.22056527_22056432_gene	candidate
IFNE	sgRNA_22056244.22056527_22056432_gene	candidate
IFNWP19	sgRNA_22056244.22056527_22056432_gene	candidate
p14.dialup	sgRNA_22056244.22056527_22056432_gene	candidate
CDKN2B	sgRNA_22056244.22056527_22056446_gene	candidate
CDKN2B-AS1	sgRNA_22056244.22056527_22056446_gene	candidate
p16.dialup	sgRNA_22056244.22056527_22056446_gene	candidate
MTAP	sgRNA_22056244.22056527_22056446_gene	candidate
DMRTA1	sgRNA_22056244.22056527_22056446_gene	candidate
IFNB1	sgRNA_22056244.22056527_22056446_gene	candidate
IFNE	sgRNA_22056244.22056527_22056446_gene	candidate
IFNWP19	sgRNA_22056244.22056527_22056446_gene	candidate
p14.dialup	sgRNA_22056244.22056527_22056446_gene	candidate
CDKN2B	sgRNA_22056244.22056527_22056474_gene	candidate
CDKN2B-AS1	sgRNA_22056244.22056527_22056474_gene	candidate
p16.dialup	sgRNA_22056244.22056527_22056474_gene	candidate
MTAP	sgRNA_22056244.22056527_22056474_gene	candidate
DMRTA1	sgRNA_22056244.22056527_22056474_gene	candidate
IFNB1	sgRNA_22056244.22056527_22056474_gene	candidate
IFNE	sgRNA_22056244.22056527_22056474_gene	candidate
IFNWP19	sgRNA_22056244.22056527_22056474_gene	candidate
p14.dialup	sgRNA_22056244.22056527_22056474_gene	candidate
CDKN2B	sgRNA_22059886.22060152_22059976_gene	candidate
CDKN2B-AS1	sgRNA_22059886.22060152_22059976_gene	candidate
p16.dialup	sgRNA_22059886.22060152_22059976_gene	candidate
MTAP	sgRNA_22059886.22060152_22059976_gene	candidate
DMRTA1	sgRNA_22059886.22060152_22059976_gene	candidate
IFNB1	sgRNA_22059886.22060152_22059976_gene	candidate
IFNE	sgRNA_22059886.22060152_22059976_gene	candidate
IFNWP19	sgRNA_22059886.22060152_22059976_gene	candidate
p14.dialup	sgRNA_22059886.22060152_22059976_gene	candidate
CDKN2B	sgRNA_22059886.22060152_22059989_gene	candidate
CDKN2B-AS1	sgRNA_22059886.22060152_22059989_gene	candidate
p16.dialup	sgRNA_22059886.22060152_22059989_gene	candidate
MTAP	sgRNA_22059886.22060152_22059989_gene	candidate
DMRTA1	sgRNA_22059886.22060152_22059989_gene	candidate
IFNB1	sgRNA_22059886.22060152_22059989_gene	candidate
IFNE	sgRNA_22059886.22060152_22059989_gene	candidate
IFNWP19	sgRNA_22059886.22060152_22059989_gene	candidate
p14.dialup	sgRNA_22059886.22060152_22059989_gene	candidate
CDKN2B	sgRNA_22059886.22060152_22060090_gene	candidate
CDKN2B-AS1	sgRNA_22059886.22060152_22060090_gene	candidate
p16.dialup	sgRNA_22059886.22060152_22060090_gene	candidate
MTAP	sgRNA_22059886.22060152_22060090_gene	candidate
DMRTA1	sgRNA_22059886.22060152_22060090_gene	candidate
IFNB1	sgRNA_22059886.22060152_22060090_gene	candidate
IFNE	sgRNA_22059886.22060152_22060090_gene	candidate
IFNWP19	sgRNA_22059886.22060152_22060090_gene	candidate
p14.dialup	sgRNA_22059886.22060152_22060090_gene	candidate
CDKN2B	sgRNA_22059886.22060152_22060118_gene	candidate
CDKN2B-AS1	sgRNA_22059886.22060152_22060118_gene	candidate
p16.dialup	sgRNA_22059886.22060152_22060118_gene	candidate
MTAP	sgRNA_22059886.22060152_22060118_gene	candidate
DMRTA1	sgRNA_22059886.22060152_22060118_gene	candidate
IFNB1	sgRNA_22059886.22060152_22060118_gene	candidate
IFNE	sgRNA_22059886.22060152_22060118_gene	candidate
IFNWP19	sgRNA_22059886.22060152_22060118_gene	candidate
p14.dialup	sgRNA_22059886.22060152_22060118_gene	candidate
CDKN2B	sgRNA_22062048.22062204_22062099_gene	candidate
CDKN2B-AS1	sgRNA_22062048.22062204_22062099_gene	candidate
p16.dialup	sgRNA_22062048.22062204_22062099_gene	candidate
MTAP	sgRNA_22062048.22062204_22062099_gene	candidate
DMRTA1	sgRNA_22062048.22062204_22062099_gene	candidate
IFNB1	sgRNA_22062048.22062204_22062099_gene	candidate
IFNE	sgRNA_22062048.22062204_22062099_gene	candidate
IFNWP19	sgRNA_22062048.22062204_22062099_gene	candidate
p14.dialup	sgRNA_22062048.22062204_22062099_gene	candidate
CDKN2B	sgRNA_22062048.22062204_22062132_gene	candidate
CDKN2B-AS1	sgRNA_22062048.22062204_22062132_gene	candidate
p16.dialup	sgRNA_22062048.22062204_22062132_gene	candidate
MTAP	sgRNA_22062048.22062204_22062132_gene	candidate
DMRTA1	sgRNA_22062048.22062204_22062132_gene	candidate
IFNB1	sgRNA_22062048.22062204_22062132_gene	candidate
IFNE	sgRNA_22062048.22062204_22062132_gene	candidate
IFNWP19	sgRNA_22062048.22062204_22062132_gene	candidate
p14.dialup	sgRNA_22062048.22062204_22062132_gene	candidate
CDKN2B	sgRNA_22062048.22062204_22062178_gene	candidate
CDKN2B-AS1	sgRNA_22062048.22062204_22062178_gene	candidate
p16.dialup	sgRNA_22062048.22062204_22062178_gene	candidate
MTAP	sgRNA_22062048.22062204_22062178_gene	candidate
DMRTA1	sgRNA_22062048.22062204_22062178_gene	candidate
IFNB1	sgRNA_22062048.22062204_22062178_gene	candidate
IFNE	sgRNA_22062048.22062204_22062178_gene	candidate
IFNWP19	sgRNA_22062048.22062204_22062178_gene	candidate
p14.dialup	sgRNA_22062048.22062204_22062178_gene	candidate
CDKN2B	sgRNA_22064992.22065795_22065099_gene	candidate
CDKN2B-AS1	sgRNA_22064992.22065795_22065099_gene	candidate
p16.dialup	sgRNA_22064992.22065795_22065099_gene	candidate
MTAP	sgRNA_22064992.22065795_22065099_gene	candidate
DMRTA1	sgRNA_22064992.22065795_22065099_gene	candidate
IFNB1	sgRNA_22064992.22065795_22065099_gene	candidate
IFNE	sgRNA_22064992.22065795_22065099_gene	candidate
IFNWP19	sgRNA_22064992.22065795_22065099_gene	candidate
p14.dialup	sgRNA_22064992.22065795_22065099_gene	candidate
CDKN2B	sgRNA_22064992.22065795_22065598_gene	candidate
CDKN2B-AS1	sgRNA_22064992.22065795_22065598_gene	candidate
p16.dialup	sgRNA_22064992.22065795_22065598_gene	candidate
MTAP	sgRNA_22064992.22065795_22065598_gene	candidate
DMRTA1	sgRNA_22064992.22065795_22065598_gene	candidate
IFNB1	sgRNA_22064992.22065795_22065598_gene	candidate
IFNE	sgRNA_22064992.22065795_22065598_gene	candidate
IFNWP19	sgRNA_22064992.22065795_22065598_gene	candidate
p14.dialup	sgRNA_22064992.22065795_22065598_gene	candidate
CDKN2B	sgRNA_22064992.22065795_22065728_gene	candidate
CDKN2B-AS1	sgRNA_22064992.22065795_22065728_gene	candidate
p16.dialup	sgRNA_22064992.22065795_22065728_gene	candidate
MTAP	sgRNA_22064992.22065795_22065728_gene	candidate
DMRTA1	sgRNA_22064992.22065795_22065728_gene	candidate
IFNB1	sgRNA_22064992.22065795_22065728_gene	candidate
IFNE	sgRNA_22064992.22065795_22065728_gene	candidate
IFNWP19	sgRNA_22064992.22065795_22065728_gene	candidate
p14.dialup	sgRNA_22064992.22065795_22065728_gene	candidate
CDKN2B	sgRNA_22064992.22065795_22065753_gene	candidate
CDKN2B-AS1	sgRNA_22064992.22065795_22065753_gene	candidate
p16.dialup	sgRNA_22064992.22065795_22065753_gene	candidate
MTAP	sgRNA_22064992.22065795_22065753_gene	candidate
DMRTA1	sgRNA_22064992.22065795_22065753_gene	candidate
IFNB1	sgRNA_22064992.22065795_22065753_gene	candidate
IFNE	sgRNA_22064992.22065795_22065753_gene	candidate
IFNWP19	sgRNA_22064992.22065795_22065753_gene	candidate
p14.dialup	sgRNA_22064992.22065795_22065753_gene	candidate
CDKN2B	sgRNA_22066070.22068679_22067587_gene	candidate
CDKN2B-AS1	sgRNA_22066070.22068679_22067587_gene	candidate
p16.dialup	sgRNA_22066070.22068679_22067587_gene	candidate
MTAP	sgRNA_22066070.22068679_22067587_gene	candidate
DMRTA1	sgRNA_22066070.22068679_22067587_gene	candidate
IFNB1	sgRNA_22066070.22068679_22067587_gene	candidate
IFNE	sgRNA_22066070.22068679_22067587_gene	candidate
IFNWP19	sgRNA_22066070.22068679_22067587_gene	candidate
p14.dialup	sgRNA_22066070.22068679_22067587_gene	candidate
CDKN2B	sgRNA_22066070.22068679_22068509_gene	candidate
CDKN2B-AS1	sgRNA_22066070.22068679_22068509_gene	candidate
p16.dialup	sgRNA_22066070.22068679_22068509_gene	candidate
MTAP	sgRNA_22066070.22068679_22068509_gene	candidate
DMRTA1	sgRNA_22066070.22068679_22068509_gene	candidate
IFNB1	sgRNA_22066070.22068679_22068509_gene	candidate
IFNE	sgRNA_22066070.22068679_22068509_gene	candidate
IFNWP19	sgRNA_22066070.22068679_22068509_gene	candidate
p14.dialup	sgRNA_22066070.22068679_22068509_gene	candidate
CDKN2B	sgRNA_22066070.22068679_22068583_gene	candidate
CDKN2B-AS1	sgRNA_22066070.22068679_22068583_gene	candidate
p16.dialup	sgRNA_22066070.22068679_22068583_gene	candidate
MTAP	sgRNA_22066070.22068679_22068583_gene	candidate
DMRTA1	sgRNA_22066070.22068679_22068583_gene	candidate
IFNB1	sgRNA_22066070.22068679_22068583_gene	candidate
IFNE	sgRNA_22066070.22068679_22068583_gene	candidate
IFNWP19	sgRNA_22066070.22068679_22068583_gene	candidate
p14.dialup	sgRNA_22066070.22068679_22068583_gene	candidate
CDKN2B	sgRNA_22066070.22068679_22068586_gene	candidate
CDKN2B-AS1	sgRNA_22066070.22068679_22068586_gene	candidate
p16.dialup	sgRNA_22066070.22068679_22068586_gene	candidate
MTAP	sgRNA_22066070.22068679_22068586_gene	candidate
DMRTA1	sgRNA_22066070.22068679_22068586_gene	candidate
IFNB1	sgRNA_22066070.22068679_22068586_gene	candidate
IFNE	sgRNA_22066070.22068679_22068586_gene	candidate
IFNWP19	sgRNA_22066070.22068679_22068586_gene	candidate
p14.dialup	sgRNA_22066070.22068679_22068586_gene	candidate
CDKN2B	sgRNA_22075783.22076079_22075788_gene	candidate
CDKN2B-AS1	sgRNA_22075783.22076079_22075788_gene	candidate
p16.dialup	sgRNA_22075783.22076079_22075788_gene	candidate
MTAP	sgRNA_22075783.22076079_22075788_gene	candidate
DMRTA1	sgRNA_22075783.22076079_22075788_gene	candidate
IFNB1	sgRNA_22075783.22076079_22075788_gene	candidate
IFNE	sgRNA_22075783.22076079_22075788_gene	candidate
IFNWP19	sgRNA_22075783.22076079_22075788_gene	candidate
p14.dialup	sgRNA_22075783.22076079_22075788_gene	candidate
CDKN2B	sgRNA_22075783.22076079_22075948_gene	candidate
CDKN2B-AS1	sgRNA_22075783.22076079_22075948_gene	candidate
p16.dialup	sgRNA_22075783.22076079_22075948_gene	candidate
MTAP	sgRNA_22075783.22076079_22075948_gene	candidate
DMRTA1	sgRNA_22075783.22076079_22075948_gene	candidate
IFNB1	sgRNA_22075783.22076079_22075948_gene	candidate
IFNE	sgRNA_22075783.22076079_22075948_gene	candidate
IFNWP19	sgRNA_22075783.22076079_22075948_gene	candidate
p14.dialup	sgRNA_22075783.22076079_22075948_gene	candidate
CDKN2B	sgRNA_22075783.22076079_22076039_gene	candidate
CDKN2B-AS1	sgRNA_22075783.22076079_22076039_gene	candidate
p16.dialup	sgRNA_22075783.22076079_22076039_gene	candidate
MTAP	sgRNA_22075783.22076079_22076039_gene	candidate
DMRTA1	sgRNA_22075783.22076079_22076039_gene	candidate
IFNB1	sgRNA_22075783.22076079_22076039_gene	candidate
IFNE	sgRNA_22075783.22076079_22076039_gene	candidate
IFNWP19	sgRNA_22075783.22076079_22076039_gene	candidate
p14.dialup	sgRNA_22075783.22076079_22076039_gene	candidate
CDKN2B	sgRNA_22078077.22078428_22078227_gene	candidate
CDKN2B-AS1	sgRNA_22078077.22078428_22078227_gene	candidate
p16.dialup	sgRNA_22078077.22078428_22078227_gene	candidate
MTAP	sgRNA_22078077.22078428_22078227_gene	candidate
DMRTA1	sgRNA_22078077.22078428_22078227_gene	candidate
IFNB1	sgRNA_22078077.22078428_22078227_gene	candidate
IFNE	sgRNA_22078077.22078428_22078227_gene	candidate
IFNWP19	sgRNA_22078077.22078428_22078227_gene	candidate
p14.dialup	sgRNA_22078077.22078428_22078227_gene	candidate
CDKN2B	sgRNA_22078077.22078428_22078296_gene	candidate
CDKN2B-AS1	sgRNA_22078077.22078428_22078296_gene	candidate
p16.dialup	sgRNA_22078077.22078428_22078296_gene	candidate
MTAP	sgRNA_22078077.22078428_22078296_gene	candidate
DMRTA1	sgRNA_22078077.22078428_22078296_gene	candidate
IFNB1	sgRNA_22078077.22078428_22078296_gene	candidate
IFNE	sgRNA_22078077.22078428_22078296_gene	candidate
IFNWP19	sgRNA_22078077.22078428_22078296_gene	candidate
p14.dialup	sgRNA_22078077.22078428_22078296_gene	candidate
CDKN2B	sgRNA_22078077.22078428_22078348_gene	candidate
CDKN2B-AS1	sgRNA_22078077.22078428_22078348_gene	candidate
p16.dialup	sgRNA_22078077.22078428_22078348_gene	candidate
MTAP	sgRNA_22078077.22078428_22078348_gene	candidate
DMRTA1	sgRNA_22078077.22078428_22078348_gene	candidate
IFNB1	sgRNA_22078077.22078428_22078348_gene	candidate
IFNE	sgRNA_22078077.22078428_22078348_gene	candidate
IFNWP19	sgRNA_22078077.22078428_22078348_gene	candidate
p14.dialup	sgRNA_22078077.22078428_22078348_gene	candidate
CDKN2B	sgRNA_22078077.22078428_22078355_gene	candidate
CDKN2B-AS1	sgRNA_22078077.22078428_22078355_gene	candidate
p16.dialup	sgRNA_22078077.22078428_22078355_gene	candidate
MTAP	sgRNA_22078077.22078428_22078355_gene	candidate
DMRTA1	sgRNA_22078077.22078428_22078355_gene	candidate
IFNB1	sgRNA_22078077.22078428_22078355_gene	candidate
IFNE	sgRNA_22078077.22078428_22078355_gene	candidate
IFNWP19	sgRNA_22078077.22078428_22078355_gene	candidate
p14.dialup	sgRNA_22078077.22078428_22078355_gene	candidate
CDKN2B	sgRNA_22078478.22078659_22078492_gene	candidate
CDKN2B-AS1	sgRNA_22078478.22078659_22078492_gene	candidate
p16.dialup	sgRNA_22078478.22078659_22078492_gene	candidate
MTAP	sgRNA_22078478.22078659_22078492_gene	candidate
DMRTA1	sgRNA_22078478.22078659_22078492_gene	candidate
IFNB1	sgRNA_22078478.22078659_22078492_gene	candidate
IFNE	sgRNA_22078478.22078659_22078492_gene	candidate
IFNWP19	sgRNA_22078478.22078659_22078492_gene	candidate
p14.dialup	sgRNA_22078478.22078659_22078492_gene	candidate
CDKN2B	sgRNA_22078478.22078659_22078521_gene	candidate
CDKN2B-AS1	sgRNA_22078478.22078659_22078521_gene	candidate
p16.dialup	sgRNA_22078478.22078659_22078521_gene	candidate
MTAP	sgRNA_22078478.22078659_22078521_gene	candidate
DMRTA1	sgRNA_22078478.22078659_22078521_gene	candidate
IFNB1	sgRNA_22078478.22078659_22078521_gene	candidate
IFNE	sgRNA_22078478.22078659_22078521_gene	candidate
IFNWP19	sgRNA_22078478.22078659_22078521_gene	candidate
p14.dialup	sgRNA_22078478.22078659_22078521_gene	candidate
CDKN2B	sgRNA_22078478.22078659_22078548_gene	candidate
CDKN2B-AS1	sgRNA_22078478.22078659_22078548_gene	candidate
p16.dialup	sgRNA_22078478.22078659_22078548_gene	candidate
MTAP	sgRNA_22078478.22078659_22078548_gene	candidate
DMRTA1	sgRNA_22078478.22078659_22078548_gene	candidate
IFNB1	sgRNA_22078478.22078659_22078548_gene	candidate
IFNE	sgRNA_22078478.22078659_22078548_gene	candidate
IFNWP19	sgRNA_22078478.22078659_22078548_gene	candidate
p14.dialup	sgRNA_22078478.22078659_22078548_gene	candidate
CDKN2B	sgRNA_22078478.22078659_22078591_gene	candidate
CDKN2B-AS1	sgRNA_22078478.22078659_22078591_gene	candidate
p16.dialup	sgRNA_22078478.22078659_22078591_gene	candidate
MTAP	sgRNA_22078478.22078659_22078591_gene	candidate
DMRTA1	sgRNA_22078478.22078659_22078591_gene	candidate
IFNB1	sgRNA_22078478.22078659_22078591_gene	candidate
IFNE	sgRNA_22078478.22078659_22078591_gene	candidate
IFNWP19	sgRNA_22078478.22078659_22078591_gene	candidate
p14.dialup	sgRNA_22078478.22078659_22078591_gene	candidate
CDKN2B	sgRNA_22079897.22080362_22079919_gene	candidate
CDKN2B-AS1	sgRNA_22079897.22080362_22079919_gene	candidate
p16.dialup	sgRNA_22079897.22080362_22079919_gene	candidate
MTAP	sgRNA_22079897.22080362_22079919_gene	candidate
DMRTA1	sgRNA_22079897.22080362_22079919_gene	candidate
IFNB1	sgRNA_22079897.22080362_22079919_gene	candidate
IFNE	sgRNA_22079897.22080362_22079919_gene	candidate
IFNWP19	sgRNA_22079897.22080362_22079919_gene	candidate
p14.dialup	sgRNA_22079897.22080362_22079919_gene	candidate
CDKN2B	sgRNA_22079897.22080362_22079927_gene	candidate
CDKN2B-AS1	sgRNA_22079897.22080362_22079927_gene	candidate
p16.dialup	sgRNA_22079897.22080362_22079927_gene	candidate
MTAP	sgRNA_22079897.22080362_22079927_gene	candidate
DMRTA1	sgRNA_22079897.22080362_22079927_gene	candidate
IFNB1	sgRNA_22079897.22080362_22079927_gene	candidate
IFNE	sgRNA_22079897.22080362_22079927_gene	candidate
IFNWP19	sgRNA_22079897.22080362_22079927_gene	candidate
p14.dialup	sgRNA_22079897.22080362_22079927_gene	candidate
CDKN2B	sgRNA_22079897.22080362_22080067_gene	candidate
CDKN2B-AS1	sgRNA_22079897.22080362_22080067_gene	candidate
p16.dialup	sgRNA_22079897.22080362_22080067_gene	candidate
MTAP	sgRNA_22079897.22080362_22080067_gene	candidate
DMRTA1	sgRNA_22079897.22080362_22080067_gene	candidate
IFNB1	sgRNA_22079897.22080362_22080067_gene	candidate
IFNE	sgRNA_22079897.22080362_22080067_gene	candidate
IFNWP19	sgRNA_22079897.22080362_22080067_gene	candidate
p14.dialup	sgRNA_22079897.22080362_22080067_gene	candidate
CDKN2B	sgRNA_22079897.22080362_22080188_gene	candidate
CDKN2B-AS1	sgRNA_22079897.22080362_22080188_gene	candidate
p16.dialup	sgRNA_22079897.22080362_22080188_gene	candidate
MTAP	sgRNA_22079897.22080362_22080188_gene	candidate
DMRTA1	sgRNA_22079897.22080362_22080188_gene	candidate
IFNB1	sgRNA_22079897.22080362_22080188_gene	candidate
IFNE	sgRNA_22079897.22080362_22080188_gene	candidate
IFNWP19	sgRNA_22079897.22080362_22080188_gene	candidate
p14.dialup	sgRNA_22079897.22080362_22080188_gene	candidate
CDKN2B	sgRNA_22083329.22083491_22083409_gene	candidate
CDKN2B-AS1	sgRNA_22083329.22083491_22083409_gene	candidate
p16.dialup	sgRNA_22083329.22083491_22083409_gene	candidate
MTAP	sgRNA_22083329.22083491_22083409_gene	candidate
DMRTA1	sgRNA_22083329.22083491_22083409_gene	candidate
IFNB1	sgRNA_22083329.22083491_22083409_gene	candidate
IFNE	sgRNA_22083329.22083491_22083409_gene	candidate
IFNWP19	sgRNA_22083329.22083491_22083409_gene	candidate
p14.dialup	sgRNA_22083329.22083491_22083409_gene	candidate
CDKN2B	sgRNA_22083329.22083491_22083441_gene	candidate
CDKN2B-AS1	sgRNA_22083329.22083491_22083441_gene	candidate
p16.dialup	sgRNA_22083329.22083491_22083441_gene	candidate
MTAP	sgRNA_22083329.22083491_22083441_gene	candidate
DMRTA1	sgRNA_22083329.22083491_22083441_gene	candidate
IFNB1	sgRNA_22083329.22083491_22083441_gene	candidate
IFNE	sgRNA_22083329.22083491_22083441_gene	candidate
IFNWP19	sgRNA_22083329.22083491_22083441_gene	candidate
p14.dialup	sgRNA_22083329.22083491_22083441_gene	candidate
CDKN2B	sgRNA_22083329.22083491_22083465_gene	candidate
CDKN2B-AS1	sgRNA_22083329.22083491_22083465_gene	candidate
p16.dialup	sgRNA_22083329.22083491_22083465_gene	candidate
MTAP	sgRNA_22083329.22083491_22083465_gene	candidate
DMRTA1	sgRNA_22083329.22083491_22083465_gene	candidate
IFNB1	sgRNA_22083329.22083491_22083465_gene	candidate
IFNE	sgRNA_22083329.22083491_22083465_gene	candidate
IFNWP19	sgRNA_22083329.22083491_22083465_gene	candidate
p14.dialup	sgRNA_22083329.22083491_22083465_gene	candidate
CDKN2B	sgRNA_22084660.22085153_22084801_gene	candidate
CDKN2B-AS1	sgRNA_22084660.22085153_22084801_gene	candidate
p16.dialup	sgRNA_22084660.22085153_22084801_gene	candidate
MTAP	sgRNA_22084660.22085153_22084801_gene	candidate
DMRTA1	sgRNA_22084660.22085153_22084801_gene	candidate
IFNB1	sgRNA_22084660.22085153_22084801_gene	candidate
IFNE	sgRNA_22084660.22085153_22084801_gene	candidate
IFNWP19	sgRNA_22084660.22085153_22084801_gene	candidate
p14.dialup	sgRNA_22084660.22085153_22084801_gene	candidate
CDKN2B	sgRNA_22084660.22085153_22084872_gene	candidate
CDKN2B-AS1	sgRNA_22084660.22085153_22084872_gene	candidate
p16.dialup	sgRNA_22084660.22085153_22084872_gene	candidate
MTAP	sgRNA_22084660.22085153_22084872_gene	candidate
DMRTA1	sgRNA_22084660.22085153_22084872_gene	candidate
IFNB1	sgRNA_22084660.22085153_22084872_gene	candidate
IFNE	sgRNA_22084660.22085153_22084872_gene	candidate
IFNWP19	sgRNA_22084660.22085153_22084872_gene	candidate
p14.dialup	sgRNA_22084660.22085153_22084872_gene	candidate
CDKN2B	sgRNA_22084660.22085153_22084892_gene	candidate
CDKN2B-AS1	sgRNA_22084660.22085153_22084892_gene	candidate
p16.dialup	sgRNA_22084660.22085153_22084892_gene	candidate
MTAP	sgRNA_22084660.22085153_22084892_gene	candidate
DMRTA1	sgRNA_22084660.22085153_22084892_gene	candidate
IFNB1	sgRNA_22084660.22085153_22084892_gene	candidate
IFNE	sgRNA_22084660.22085153_22084892_gene	candidate
IFNWP19	sgRNA_22084660.22085153_22084892_gene	candidate
p14.dialup	sgRNA_22084660.22085153_22084892_gene	candidate
CDKN2B	sgRNA_22084660.22085153_22084983_gene	candidate
CDKN2B-AS1	sgRNA_22084660.22085153_22084983_gene	candidate
p16.dialup	sgRNA_22084660.22085153_22084983_gene	candidate
MTAP	sgRNA_22084660.22085153_22084983_gene	candidate
DMRTA1	sgRNA_22084660.22085153_22084983_gene	candidate
IFNB1	sgRNA_22084660.22085153_22084983_gene	candidate
IFNE	sgRNA_22084660.22085153_22084983_gene	candidate
IFNWP19	sgRNA_22084660.22085153_22084983_gene	candidate
p14.dialup	sgRNA_22084660.22085153_22084983_gene	candidate
CDKN2B	sgRNA_22088687.22089037_22088902_gene	candidate
CDKN2B-AS1	sgRNA_22088687.22089037_22088902_gene	candidate
p16.dialup	sgRNA_22088687.22089037_22088902_gene	candidate
MTAP	sgRNA_22088687.22089037_22088902_gene	candidate
DMRTA1	sgRNA_22088687.22089037_22088902_gene	candidate
