response_id	grna_group
p14.dialup	sgRNA_21993910.21994234_21994006_gene
CDKN2B	sgRNA_21993910.21994234_21994111_gene
p16.dialup	sgRNA_21993910.21994234_21994111_gene
p14.dialup	sgRNA_21993910.21994234_21994111_gene
CDKN2B	sgRNA_21993910.21994234_21994196_gene
p16.dialup	sgRNA_21993910.21994234_21994196_gene
p14.dialup	sgRNA_21993910.21994234_21994196_gene
CDKN2B	sgRNA_21994286.21994909_21994555_gene
p16.dialup	sgRNA_21994286.21994909_21994555_gene
p14.dialup	sgRNA_21994286.21994909_21994555_gene
CDKN2B	sgRNA_21994286.21994909_21994611_gene
p16.dialup	sgRNA_21994286.21994909_21994611_gene
p14.dialup	sgRNA_21994286.21994909_21994611_gene
CDKN2B	sgRNA_21994286.21994909_21994745_gene
p16.dialup	sgRNA_21994286.21994909_21994745_gene
p14.dialup	sgRNA_21994286.21994909_21994745_gene
CDKN2B	sgRNA_21994286.21994909_21994907_gene
p16.dialup	sgRNA_21994286.21994909_21994907_gene
p14.dialup	sgRNA_21994286.21994909_21994907_gene
CDKN2B	sgRNA_21994938.21995219_21995093_gene
p16.dialup	sgRNA_21994938.21995219_21995093_gene
p14.dialup	sgRNA_21994938.21995219_21995093_gene
CDKN2B	sgRNA_21994938.21995219_21995106_gene
p16.dialup	sgRNA_21994938.21995219_21995106_gene
p14.dialup	sgRNA_21994938.21995219_21995106_gene
CDKN2B	sgRNA_21994938.21995219_21995111_gene
p16.dialup	sgRNA_21994938.21995219_21995111_gene
p14.dialup	sgRNA_21994938.21995219_21995111_gene
CDKN2B	sgRNA_21994938.21995219_21995177_gene
p16.dialup	sgRNA_21994938.21995219_21995177_gene
p14.dialup	sgRNA_21994938.21995219_21995177_gene
CDKN2B	sgRNA_21995566.21996214_21995571_gene
p16.dialup	sgRNA_21995566.21996214_21995571_gene
p14.dialup	sgRNA_21995566.21996214_21995571_gene
CDKN2B	sgRNA_21995566.21996214_21995894_gene
p16.dialup	sgRNA_21995566.21996214_21995894_gene
p14.dialup	sgRNA_21995566.21996214_21995894_gene
CDKN2B	sgRNA_21995566.21996214_21996099_gene
p16.dialup	sgRNA_21995566.21996214_21996099_gene
p14.dialup	sgRNA_21995566.21996214_21996099_gene
CDKN2B	sgRNA_21995566.21996214_21996148_gene
p16.dialup	sgRNA_21995566.21996214_21996148_gene
p14.dialup	sgRNA_21995566.21996214_21996148_gene
CDKN2B	sgRNA_21996463.21997024_21996766_gene
p16.dialup	sgRNA_21996463.21997024_21996766_gene
p14.dialup	sgRNA_21996463.21997024_21996766_gene
CDKN2B	sgRNA_21996463.21997024_21996783_gene
p16.dialup	sgRNA_21996463.21997024_21996783_gene
p14.dialup	sgRNA_21996463.21997024_21996783_gene
CDKN2B	sgRNA_21996463.21997024_21996817_gene
p16.dialup	sgRNA_21996463.21997024_21996817_gene
p14.dialup	sgRNA_21996463.21997024_21996817_gene
CDKN2B	sgRNA_21996463.21997024_21996888_gene
p16.dialup	sgRNA_21996463.21997024_21996888_gene
p14.dialup	sgRNA_21996463.21997024_21996888_gene
CDKN2B	sgRNA_21997856.21998917_21998126_gene
p16.dialup	sgRNA_21997856.21998917_21998126_gene
p14.dialup	sgRNA_21997856.21998917_21998126_gene
CDKN2B	sgRNA_21997856.21998917_21998157_gene
p16.dialup	sgRNA_21997856.21998917_21998157_gene
p14.dialup	sgRNA_21997856.21998917_21998157_gene
CDKN2B	sgRNA_21997856.21998917_21998235_gene
p16.dialup	sgRNA_21997856.21998917_21998235_gene
p14.dialup	sgRNA_21997856.21998917_21998235_gene
CDKN2B	sgRNA_21999779.22000849_22000143_gene
p16.dialup	sgRNA_21999779.22000849_22000143_gene
p14.dialup	sgRNA_21999779.22000849_22000143_gene
CDKN2B	sgRNA_21999779.22000849_22000175_gene
p16.dialup	sgRNA_21999779.22000849_22000175_gene
p14.dialup	sgRNA_21999779.22000849_22000175_gene
CDKN2B	sgRNA_21999779.22000849_22000190_gene
p16.dialup	sgRNA_21999779.22000849_22000190_gene
p14.dialup	sgRNA_21999779.22000849_22000190_gene
CDKN2B	sgRNA_22002098.22002371_22002212_gene
p16.dialup	sgRNA_22002098.22002371_22002212_gene
p14.dialup	sgRNA_22002098.22002371_22002212_gene
CDKN2B	sgRNA_22002098.22002371_22002264_gene
p16.dialup	sgRNA_22002098.22002371_22002264_gene
p14.dialup	sgRNA_22002098.22002371_22002264_gene
CDKN2B	sgRNA_22002098.22002371_22002266_gene
p16.dialup	sgRNA_22002098.22002371_22002266_gene
p14.dialup	sgRNA_22002098.22002371_22002266_gene
CDKN2B	sgRNA_22003089.22003510_22003167_gene
p16.dialup	sgRNA_22003089.22003510_22003167_gene
p14.dialup	sgRNA_22003089.22003510_22003167_gene
CDKN2B	sgRNA_22003089.22003510_22003170_gene
p16.dialup	sgRNA_22003089.22003510_22003170_gene
p14.dialup	sgRNA_22003089.22003510_22003170_gene
CDKN2B	sgRNA_22003089.22003510_22003231_gene
p16.dialup	sgRNA_22003089.22003510_22003231_gene
p14.dialup	sgRNA_22003089.22003510_22003231_gene
CDKN2B	sgRNA_22003089.22003510_22003324_gene
p16.dialup	sgRNA_22003089.22003510_22003324_gene
p14.dialup	sgRNA_22003089.22003510_22003324_gene
CDKN2B	sgRNA_22004994.22006412_22005206_gene
p16.dialup	sgRNA_22004994.22006412_22005206_gene
p14.dialup	sgRNA_22004994.22006412_22005206_gene
CDKN2B	sgRNA_22004994.22006412_22005514_gene
p16.dialup	sgRNA_22004994.22006412_22005514_gene
p14.dialup	sgRNA_22004994.22006412_22005514_gene
CDKN2B	sgRNA_22004994.22006412_22005834_gene
p16.dialup	sgRNA_22004994.22006412_22005834_gene
p14.dialup	sgRNA_22004994.22006412_22005834_gene
CDKN2B	sgRNA_22004994.22006412_22006024_gene
p16.dialup	sgRNA_22004994.22006412_22006024_gene
p14.dialup	sgRNA_22004994.22006412_22006024_gene
CDKN2B	sgRNA_22007045.22007577_22007087_gene
p16.dialup	sgRNA_22007045.22007577_22007087_gene
p14.dialup	sgRNA_22007045.22007577_22007087_gene
CDKN2B	sgRNA_22007045.22007577_22007290_gene
p16.dialup	sgRNA_22007045.22007577_22007290_gene
p14.dialup	sgRNA_22007045.22007577_22007290_gene
CDKN2B	sgRNA_22007045.22007577_22007342_gene
p16.dialup	sgRNA_22007045.22007577_22007342_gene
p14.dialup	sgRNA_22007045.22007577_22007342_gene
CDKN2B	sgRNA_22007045.22007577_22007465_gene
p16.dialup	sgRNA_22007045.22007577_22007465_gene
p14.dialup	sgRNA_22007045.22007577_22007465_gene
CDKN2B	sgRNA_22008685.22010033_22009395_gene
p16.dialup	sgRNA_22008685.22010033_22009395_gene
p14.dialup	sgRNA_22008685.22010033_22009395_gene
CDKN2B	sgRNA_22008685.22010033_22009590_gene
p16.dialup	sgRNA_22008685.22010033_22009590_gene
p14.dialup	sgRNA_22008685.22010033_22009590_gene
CDKN2B	sgRNA_22008685.22010033_22009593_gene
p16.dialup	sgRNA_22008685.22010033_22009593_gene
p14.dialup	sgRNA_22008685.22010033_22009593_gene
CDKN2B	sgRNA_22008685.22010033_22009640_gene
p16.dialup	sgRNA_22008685.22010033_22009640_gene
p14.dialup	sgRNA_22008685.22010033_22009640_gene
CDKN2B	sgRNA_22010987.22011368_22011009_gene
p16.dialup	sgRNA_22010987.22011368_22011009_gene
p14.dialup	sgRNA_22010987.22011368_22011009_gene
CDKN2B	sgRNA_22010987.22011368_22011082_gene
p16.dialup	sgRNA_22010987.22011368_22011082_gene
p14.dialup	sgRNA_22010987.22011368_22011082_gene
CDKN2B	sgRNA_22010987.22011368_22011106_gene
p16.dialup	sgRNA_22010987.22011368_22011106_gene
p14.dialup	sgRNA_22010987.22011368_22011106_gene
CDKN2B	sgRNA_22010987.22011368_22011112_gene
p16.dialup	sgRNA_22010987.22011368_22011112_gene
p14.dialup	sgRNA_22010987.22011368_22011112_gene
CDKN2B	sgRNA_22011678.22011875_22011689_gene
p16.dialup	sgRNA_22011678.22011875_22011689_gene
p14.dialup	sgRNA_22011678.22011875_22011689_gene
CDKN2B	sgRNA_22011678.22011875_22011790_gene
p16.dialup	sgRNA_22011678.22011875_22011790_gene
p14.dialup	sgRNA_22011678.22011875_22011790_gene
CDKN2B	sgRNA_22011678.22011875_22011851_gene
p16.dialup	sgRNA_22011678.22011875_22011851_gene
p14.dialup	sgRNA_22011678.22011875_22011851_gene
CDKN2B	sgRNA_22012420.22012801_22012472_gene
p16.dialup	sgRNA_22012420.22012801_22012472_gene
p14.dialup	sgRNA_22012420.22012801_22012472_gene
CDKN2B	sgRNA_22012420.22012801_22012552_gene
p16.dialup	sgRNA_22012420.22012801_22012552_gene
p14.dialup	sgRNA_22012420.22012801_22012552_gene
CDKN2B	sgRNA_22012420.22012801_22012651_gene
p16.dialup	sgRNA_22012420.22012801_22012651_gene
p14.dialup	sgRNA_22012420.22012801_22012651_gene
CDKN2B	sgRNA_22013364.22014150_22013517_gene
p16.dialup	sgRNA_22013364.22014150_22013517_gene
p14.dialup	sgRNA_22013364.22014150_22013517_gene
CDKN2B	sgRNA_22013364.22014150_22013701_gene
p16.dialup	sgRNA_22013364.22014150_22013701_gene
p14.dialup	sgRNA_22013364.22014150_22013701_gene
CDKN2B	sgRNA_22013364.22014150_22013751_gene
p16.dialup	sgRNA_22013364.22014150_22013751_gene
p14.dialup	sgRNA_22013364.22014150_22013751_gene
CDKN2B	sgRNA_22017094.22017559_22017385_gene
p16.dialup	sgRNA_22017094.22017559_22017385_gene
p14.dialup	sgRNA_22017094.22017559_22017385_gene
CDKN2B	sgRNA_22017094.22017559_22017404_gene
p16.dialup	sgRNA_22017094.22017559_22017404_gene
p14.dialup	sgRNA_22017094.22017559_22017404_gene
CDKN2B	sgRNA_22017094.22017559_22017443_gene
p16.dialup	sgRNA_22017094.22017559_22017443_gene
p14.dialup	sgRNA_22017094.22017559_22017443_gene
CDKN2B	sgRNA_22017094.22017559_22017491_gene
p16.dialup	sgRNA_22017094.22017559_22017491_gene
p14.dialup	sgRNA_22017094.22017559_22017491_gene
CDKN2B	sgRNA_22018778.22019211_22019026_gene
p16.dialup	sgRNA_22018778.22019211_22019026_gene
p14.dialup	sgRNA_22018778.22019211_22019026_gene
CDKN2B	sgRNA_22018778.22019211_22019054_gene
p16.dialup	sgRNA_22018778.22019211_22019054_gene
p14.dialup	sgRNA_22018778.22019211_22019054_gene
CDKN2B	sgRNA_22018778.22019211_22019066_gene
p16.dialup	sgRNA_22018778.22019211_22019066_gene
p14.dialup	sgRNA_22018778.22019211_22019066_gene
CDKN2B	sgRNA_22018778.22019211_22019121_gene
p16.dialup	sgRNA_22018778.22019211_22019121_gene
p14.dialup	sgRNA_22018778.22019211_22019121_gene
CDKN2B	sgRNA_22024399.22024900_22024402_gene
p16.dialup	sgRNA_22024399.22024900_22024402_gene
p14.dialup	sgRNA_22024399.22024900_22024402_gene
CDKN2B	sgRNA_22024399.22024900_22024593_gene
p16.dialup	sgRNA_22024399.22024900_22024593_gene
p14.dialup	sgRNA_22024399.22024900_22024593_gene
CDKN2B	sgRNA_22024399.22024900_22024804_gene
p16.dialup	sgRNA_22024399.22024900_22024804_gene
p14.dialup	sgRNA_22024399.22024900_22024804_gene
CDKN2B	sgRNA_22024399.22024900_22024882_gene
p16.dialup	sgRNA_22024399.22024900_22024882_gene
p14.dialup	sgRNA_22024399.22024900_22024882_gene
CDKN2B	sgRNA_22024935.22025519_22024960_gene
p16.dialup	sgRNA_22024935.22025519_22024960_gene
p14.dialup	sgRNA_22024935.22025519_22024960_gene
CDKN2B	sgRNA_22024935.22025519_22025008_gene
p16.dialup	sgRNA_22024935.22025519_22025008_gene
p14.dialup	sgRNA_22024935.22025519_22025008_gene
CDKN2B	sgRNA_22024935.22025519_22025062_gene
p16.dialup	sgRNA_22024935.22025519_22025062_gene
p14.dialup	sgRNA_22024935.22025519_22025062_gene
CDKN2B	sgRNA_22024935.22025519_22025400_gene
p16.dialup	sgRNA_22024935.22025519_22025400_gene
p14.dialup	sgRNA_22024935.22025519_22025400_gene
CDKN2B	sgRNA_22026676.22027216_22026816_gene
p16.dialup	sgRNA_22026676.22027216_22026816_gene
p14.dialup	sgRNA_22026676.22027216_22026816_gene
CDKN2B	sgRNA_22026676.22027216_22026820_gene
p16.dialup	sgRNA_22026676.22027216_22026820_gene
p14.dialup	sgRNA_22026676.22027216_22026820_gene
CDKN2B	sgRNA_22026676.22027216_22026914_gene
p16.dialup	sgRNA_22026676.22027216_22026914_gene
p14.dialup	sgRNA_22026676.22027216_22026914_gene
CDKN2B	sgRNA_22026676.22027216_22026942_gene
p16.dialup	sgRNA_22026676.22027216_22026942_gene
p14.dialup	sgRNA_22026676.22027216_22026942_gene
CDKN2B	sgRNA_22030026.22030603_22030259_gene
p16.dialup	sgRNA_22030026.22030603_22030259_gene
p14.dialup	sgRNA_22030026.22030603_22030259_gene
CDKN2B	sgRNA_22030026.22030603_22030273_gene
p16.dialup	sgRNA_22030026.22030603_22030273_gene
p14.dialup	sgRNA_22030026.22030603_22030273_gene
CDKN2B	sgRNA_22030026.22030603_22030302_gene
p16.dialup	sgRNA_22030026.22030603_22030302_gene
p14.dialup	sgRNA_22030026.22030603_22030302_gene
CDKN2B	sgRNA_22030026.22030603_22030567_gene
p16.dialup	sgRNA_22030026.22030603_22030567_gene
p14.dialup	sgRNA_22030026.22030603_22030567_gene
CDKN2B	sgRNA_22031727.22032006_22031793_gene
p16.dialup	sgRNA_22031727.22032006_22031793_gene
p14.dialup	sgRNA_22031727.22032006_22031793_gene
CDKN2B	sgRNA_22031727.22032006_22031808_gene
p16.dialup	sgRNA_22031727.22032006_22031808_gene
p14.dialup	sgRNA_22031727.22032006_22031808_gene
CDKN2B	sgRNA_22031727.22032006_22031838_gene
p16.dialup	sgRNA_22031727.22032006_22031838_gene
p14.dialup	sgRNA_22031727.22032006_22031838_gene
CDKN2B	sgRNA_22031727.22032006_22031891_gene
p16.dialup	sgRNA_22031727.22032006_22031891_gene
p14.dialup	sgRNA_22031727.22032006_22031891_gene
CDKN2B	sgRNA_22032041.22032331_22032123_gene
p16.dialup	sgRNA_22032041.22032331_22032123_gene
p14.dialup	sgRNA_22032041.22032331_22032123_gene
CDKN2B	sgRNA_22032041.22032331_22032236_gene
p16.dialup	sgRNA_22032041.22032331_22032236_gene
p14.dialup	sgRNA_22032041.22032331_22032236_gene
CDKN2B	sgRNA_22032041.22032331_22032255_gene
p16.dialup	sgRNA_22032041.22032331_22032255_gene
p14.dialup	sgRNA_22032041.22032331_22032255_gene
CDKN2B	sgRNA_22032980.22033516_22033348_gene
p16.dialup	sgRNA_22032980.22033516_22033348_gene
p14.dialup	sgRNA_22032980.22033516_22033348_gene
CDKN2B	sgRNA_22032980.22033516_22033364_gene
p16.dialup	sgRNA_22032980.22033516_22033364_gene
p14.dialup	sgRNA_22032980.22033516_22033364_gene
CDKN2B	sgRNA_22032980.22033516_22033491_gene
p16.dialup	sgRNA_22032980.22033516_22033491_gene
p14.dialup	sgRNA_22032980.22033516_22033491_gene
CDKN2B	sgRNA_22035585.22035946_22035714_gene
p16.dialup	sgRNA_22035585.22035946_22035714_gene
p14.dialup	sgRNA_22035585.22035946_22035714_gene
CDKN2B	sgRNA_22035585.22035946_22035841_gene
p16.dialup	sgRNA_22035585.22035946_22035841_gene
p14.dialup	sgRNA_22035585.22035946_22035841_gene
CDKN2B	sgRNA_22035585.22035946_22035855_gene
p16.dialup	sgRNA_22035585.22035946_22035855_gene
p14.dialup	sgRNA_22035585.22035946_22035855_gene
CDKN2B	sgRNA_22035585.22035946_22035920_gene
p16.dialup	sgRNA_22035585.22035946_22035920_gene
p14.dialup	sgRNA_22035585.22035946_22035920_gene
CDKN2B	sgRNA_22037288.22037595_22037346_gene
p16.dialup	sgRNA_22037288.22037595_22037346_gene
p14.dialup	sgRNA_22037288.22037595_22037346_gene
CDKN2B	sgRNA_22037288.22037595_22037357_gene
p16.dialup	sgRNA_22037288.22037595_22037357_gene
p14.dialup	sgRNA_22037288.22037595_22037357_gene
CDKN2B	sgRNA_22037288.22037595_22037427_gene
p16.dialup	sgRNA_22037288.22037595_22037427_gene
p14.dialup	sgRNA_22037288.22037595_22037427_gene
CDKN2B	sgRNA_22037947.22038388_22038256_gene
p16.dialup	sgRNA_22037947.22038388_22038256_gene
p14.dialup	sgRNA_22037947.22038388_22038256_gene
CDKN2B	sgRNA_22037947.22038388_22038259_gene
p16.dialup	sgRNA_22037947.22038388_22038259_gene
p14.dialup	sgRNA_22037947.22038388_22038259_gene
CDKN2B	sgRNA_22037947.22038388_22038280_gene
p16.dialup	sgRNA_22037947.22038388_22038280_gene
p14.dialup	sgRNA_22037947.22038388_22038280_gene
CDKN2B	sgRNA_22037947.22038388_22038281_gene
p16.dialup	sgRNA_22037947.22038388_22038281_gene
p14.dialup	sgRNA_22037947.22038388_22038281_gene
CDKN2B	sgRNA_22039302.22039598_22039381_gene
p16.dialup	sgRNA_22039302.22039598_22039381_gene
p14.dialup	sgRNA_22039302.22039598_22039381_gene
CDKN2B	sgRNA_22039302.22039598_22039387_gene
p16.dialup	sgRNA_22039302.22039598_22039387_gene
p14.dialup	sgRNA_22039302.22039598_22039387_gene
CDKN2B	sgRNA_22039302.22039598_22039433_gene
p16.dialup	sgRNA_22039302.22039598_22039433_gene
p14.dialup	sgRNA_22039302.22039598_22039433_gene
CDKN2B	sgRNA_22039302.22039598_22039530_gene
p16.dialup	sgRNA_22039302.22039598_22039530_gene
p14.dialup	sgRNA_22039302.22039598_22039530_gene
CDKN2B	sgRNA_22040763.22041162_22040803_gene
p16.dialup	sgRNA_22040763.22041162_22040803_gene
p14.dialup	sgRNA_22040763.22041162_22040803_gene
CDKN2B	sgRNA_22040763.22041162_22040863_gene
p16.dialup	sgRNA_22040763.22041162_22040863_gene
p14.dialup	sgRNA_22040763.22041162_22040863_gene
CDKN2B	sgRNA_22040763.22041162_22040912_gene
p16.dialup	sgRNA_22040763.22041162_22040912_gene
p14.dialup	sgRNA_22040763.22041162_22040912_gene
CDKN2B	sgRNA_22040763.22041162_22041056_gene
p16.dialup	sgRNA_22040763.22041162_22041056_gene
p14.dialup	sgRNA_22040763.22041162_22041056_gene
CDKN2B	sgRNA_22041786.22042153_22041940_gene
p16.dialup	sgRNA_22041786.22042153_22041940_gene
p14.dialup	sgRNA_22041786.22042153_22041940_gene
CDKN2B	sgRNA_22041786.22042153_22041961_gene
p16.dialup	sgRNA_22041786.22042153_22041961_gene
p14.dialup	sgRNA_22041786.22042153_22041961_gene
CDKN2B	sgRNA_22041786.22042153_22042057_gene
p16.dialup	sgRNA_22041786.22042153_22042057_gene
p14.dialup	sgRNA_22041786.22042153_22042057_gene
CDKN2B	sgRNA_22041786.22042153_22042133_gene
p16.dialup	sgRNA_22041786.22042153_22042133_gene
p14.dialup	sgRNA_22041786.22042153_22042133_gene
CDKN2B	sgRNA_22043926.22044126_22043927_gene
p16.dialup	sgRNA_22043926.22044126_22043927_gene
p14.dialup	sgRNA_22043926.22044126_22043927_gene
CDKN2B	sgRNA_22043926.22044126_22043932_gene
p16.dialup	sgRNA_22043926.22044126_22043932_gene
p14.dialup	sgRNA_22043926.22044126_22043932_gene
CDKN2B	sgRNA_22043926.22044126_22043974_gene
p16.dialup	sgRNA_22043926.22044126_22043974_gene
p14.dialup	sgRNA_22043926.22044126_22043974_gene
CDKN2B	sgRNA_22044591.22044945_22044649_gene
p16.dialup	sgRNA_22044591.22044945_22044649_gene
p14.dialup	sgRNA_22044591.22044945_22044649_gene
CDKN2B	sgRNA_22044591.22044945_22044785_gene
p16.dialup	sgRNA_22044591.22044945_22044785_gene
p14.dialup	sgRNA_22044591.22044945_22044785_gene
CDKN2B	sgRNA_22044591.22044945_22044807_gene
p16.dialup	sgRNA_22044591.22044945_22044807_gene
p14.dialup	sgRNA_22044591.22044945_22044807_gene
CDKN2B	sgRNA_22049453.22049789_22049504_gene
p16.dialup	sgRNA_22049453.22049789_22049504_gene
p14.dialup	sgRNA_22049453.22049789_22049504_gene
CDKN2B	sgRNA_22049453.22049789_22049519_gene
p16.dialup	sgRNA_22049453.22049789_22049519_gene
p14.dialup	sgRNA_22049453.22049789_22049519_gene
CDKN2B	sgRNA_22049453.22049789_22049533_gene
p16.dialup	sgRNA_22049453.22049789_22049533_gene
p14.dialup	sgRNA_22049453.22049789_22049533_gene
CDKN2B	sgRNA_22049453.22049789_22049676_gene
p16.dialup	sgRNA_22049453.22049789_22049676_gene
p14.dialup	sgRNA_22049453.22049789_22049676_gene
CDKN2B	sgRNA_22050387.22050900_22050446_gene
p16.dialup	sgRNA_22050387.22050900_22050446_gene
p14.dialup	sgRNA_22050387.22050900_22050446_gene
CDKN2B	sgRNA_22050387.22050900_22050509_gene
p16.dialup	sgRNA_22050387.22050900_22050509_gene
p14.dialup	sgRNA_22050387.22050900_22050509_gene
CDKN2B	sgRNA_22050387.22050900_22050573_gene
p16.dialup	sgRNA_22050387.22050900_22050573_gene
p14.dialup	sgRNA_22050387.22050900_22050573_gene
CDKN2B	sgRNA_22050387.22050900_22050721_gene
p16.dialup	sgRNA_22050387.22050900_22050721_gene
p14.dialup	sgRNA_22050387.22050900_22050721_gene
CDKN2B	sgRNA_22052069.22053048_22052661_gene
p16.dialup	sgRNA_22052069.22053048_22052661_gene
p14.dialup	sgRNA_22052069.22053048_22052661_gene
CDKN2B	sgRNA_22052069.22053048_22052671_gene
p16.dialup	sgRNA_22052069.22053048_22052671_gene
p14.dialup	sgRNA_22052069.22053048_22052671_gene
CDKN2B	sgRNA_22052069.22053048_22052828_gene
p16.dialup	sgRNA_22052069.22053048_22052828_gene
p14.dialup	sgRNA_22052069.22053048_22052828_gene
CDKN2B	sgRNA_22052069.22053048_22052831_gene
p16.dialup	sgRNA_22052069.22053048_22052831_gene
p14.dialup	sgRNA_22052069.22053048_22052831_gene
CDKN2B	sgRNA_22053682.22054045_22053811_gene
p16.dialup	sgRNA_22053682.22054045_22053811_gene
p14.dialup	sgRNA_22053682.22054045_22053811_gene
CDKN2B	sgRNA_22053682.22054045_22053819_gene
p16.dialup	sgRNA_22053682.22054045_22053819_gene
p14.dialup	sgRNA_22053682.22054045_22053819_gene
CDKN2B	sgRNA_22053682.22054045_22053839_gene
p16.dialup	sgRNA_22053682.22054045_22053839_gene
p14.dialup	sgRNA_22053682.22054045_22053839_gene
CDKN2B	sgRNA_22053682.22054045_22054018_gene
p16.dialup	sgRNA_22053682.22054045_22054018_gene
p14.dialup	sgRNA_22053682.22054045_22054018_gene
CDKN2B	sgRNA_22054180.22054370_22054250_gene
p16.dialup	sgRNA_22054180.22054370_22054250_gene
p14.dialup	sgRNA_22054180.22054370_22054250_gene
CDKN2B	sgRNA_22054180.22054370_22054342_gene
p16.dialup	sgRNA_22054180.22054370_22054342_gene
p14.dialup	sgRNA_22054180.22054370_22054342_gene
CDKN2B	sgRNA_22054180.22054370_22054345_gene
p16.dialup	sgRNA_22054180.22054370_22054345_gene
p14.dialup	sgRNA_22054180.22054370_22054345_gene
CDKN2B	sgRNA_22054180.22054370_22054359_gene
p16.dialup	sgRNA_22054180.22054370_22054359_gene
p14.dialup	sgRNA_22054180.22054370_22054359_gene
CDKN2B	sgRNA_22054599.22054753_22054611_gene
p16.dialup	sgRNA_22054599.22054753_22054611_gene
p14.dialup	sgRNA_22054599.22054753_22054611_gene
CDKN2B	sgRNA_22054599.22054753_22054659_gene
p16.dialup	sgRNA_22054599.22054753_22054659_gene
p14.dialup	sgRNA_22054599.22054753_22054659_gene
CDKN2B	sgRNA_22055098.22055526_22055485_gene
p16.dialup	sgRNA_22055098.22055526_22055485_gene
p14.dialup	sgRNA_22055098.22055526_22055485_gene
CDKN2B	sgRNA_22055098.22055526_22055501_gene
p16.dialup	sgRNA_22055098.22055526_22055501_gene
p14.dialup	sgRNA_22055098.22055526_22055501_gene
CDKN2B	sgRNA_22055098.22055526_22055505_gene
p16.dialup	sgRNA_22055098.22055526_22055505_gene
p14.dialup	sgRNA_22055098.22055526_22055505_gene
CDKN2B	sgRNA_22055098.22055526_22055507_gene
p16.dialup	sgRNA_22055098.22055526_22055507_gene
p14.dialup	sgRNA_22055098.22055526_22055507_gene
CDKN2B	sgRNA_22056244.22056527_22056432_gene
p16.dialup	sgRNA_22056244.22056527_22056432_gene
p14.dialup	sgRNA_22056244.22056527_22056432_gene
CDKN2B	sgRNA_22056244.22056527_22056446_gene
p16.dialup	sgRNA_22056244.22056527_22056446_gene
p14.dialup	sgRNA_22056244.22056527_22056446_gene
CDKN2B	sgRNA_22056244.22056527_22056474_gene
p16.dialup	sgRNA_22056244.22056527_22056474_gene
p14.dialup	sgRNA_22056244.22056527_22056474_gene
CDKN2B	sgRNA_22059886.22060152_22059976_gene
p16.dialup	sgRNA_22059886.22060152_22059976_gene
p14.dialup	sgRNA_22059886.22060152_22059976_gene
CDKN2B	sgRNA_22059886.22060152_22059989_gene
p16.dialup	sgRNA_22059886.22060152_22059989_gene
p14.dialup	sgRNA_22059886.22060152_22059989_gene
CDKN2B	sgRNA_22059886.22060152_22060090_gene
p16.dialup	sgRNA_22059886.22060152_22060090_gene
p14.dialup	sgRNA_22059886.22060152_22060090_gene
CDKN2B	sgRNA_22059886.22060152_22060118_gene
p16.dialup	sgRNA_22059886.22060152_22060118_gene
p14.dialup	sgRNA_22059886.22060152_22060118_gene
CDKN2B	sgRNA_22062048.22062204_22062099_gene
p16.dialup	sgRNA_22062048.22062204_22062099_gene
p14.dialup	sgRNA_22062048.22062204_22062099_gene
CDKN2B	sgRNA_22062048.22062204_22062132_gene
p16.dialup	sgRNA_22062048.22062204_22062132_gene
p14.dialup	sgRNA_22062048.22062204_22062132_gene
CDKN2B	sgRNA_22062048.22062204_22062178_gene
p16.dialup	sgRNA_22062048.22062204_22062178_gene
p14.dialup	sgRNA_22062048.22062204_22062178_gene
CDKN2B	sgRNA_22064992.22065795_22065099_gene
p16.dialup	sgRNA_22064992.22065795_22065099_gene
p14.dialup	sgRNA_22064992.22065795_22065099_gene
CDKN2B	sgRNA_22064992.22065795_22065598_gene
p16.dialup	sgRNA_22064992.22065795_22065598_gene
p14.dialup	sgRNA_22064992.22065795_22065598_gene
CDKN2B	sgRNA_22064992.22065795_22065728_gene
p16.dialup	sgRNA_22064992.22065795_22065728_gene
p14.dialup	sgRNA_22064992.22065795_22065728_gene
CDKN2B	sgRNA_22064992.22065795_22065753_gene
p16.dialup	sgRNA_22064992.22065795_22065753_gene
p14.dialup	sgRNA_22064992.22065795_22065753_gene
CDKN2B	sgRNA_22066070.22068679_22067587_gene
p16.dialup	sgRNA_22066070.22068679_22067587_gene
p14.dialup	sgRNA_22066070.22068679_22067587_gene
CDKN2B	sgRNA_22066070.22068679_22068509_gene
p16.dialup	sgRNA_22066070.22068679_22068509_gene
p14.dialup	sgRNA_22066070.22068679_22068509_gene
CDKN2B	sgRNA_22066070.22068679_22068583_gene
p16.dialup	sgRNA_22066070.22068679_22068583_gene
p14.dialup	sgRNA_22066070.22068679_22068583_gene
CDKN2B	sgRNA_22066070.22068679_22068586_gene
p16.dialup	sgRNA_22066070.22068679_22068586_gene
p14.dialup	sgRNA_22066070.22068679_22068586_gene
CDKN2B	sgRNA_22075783.22076079_22075788_gene
p16.dialup	sgRNA_22075783.22076079_22075788_gene
p14.dialup	sgRNA_22075783.22076079_22075788_gene
CDKN2B	sgRNA_22075783.22076079_22075948_gene
p16.dialup	sgRNA_22075783.22076079_22075948_gene
p14.dialup	sgRNA_22075783.22076079_22075948_gene
CDKN2B	sgRNA_22075783.22076079_22076039_gene
p16.dialup	sgRNA_22075783.22076079_22076039_gene
p14.dialup	sgRNA_22075783.22076079_22076039_gene
