response_id	grna_group
CDKN2B	sgRNA_22078077.22078428_22078227_gene
p16.dialup	sgRNA_22078077.22078428_22078227_gene
p14.dialup	sgRNA_22078077.22078428_22078227_gene
CDKN2B	sgRNA_22078077.22078428_22078296_gene
p16.dialup	sgRNA_22078077.22078428_22078296_gene
p14.dialup	sgRNA_22078077.22078428_22078296_gene
CDKN2B	sgRNA_22078077.22078428_22078348_gene
p16.dialup	sgRNA_22078077.22078428_22078348_gene
p14.dialup	sgRNA_22078077.22078428_22078348_gene
CDKN2B	sgRNA_22078077.22078428_22078355_gene
p16.dialup	sgRNA_22078077.22078428_22078355_gene
p14.dialup	sgRNA_22078077.22078428_22078355_gene
CDKN2B	sgRNA_22078478.22078659_22078492_gene
p16.dialup	sgRNA_22078478.22078659_22078492_gene
p14.dialup	sgRNA_22078478.22078659_22078492_gene
CDKN2B	sgRNA_22078478.22078659_22078521_gene
p16.dialup	sgRNA_22078478.22078659_22078521_gene
p14.dialup	sgRNA_22078478.22078659_22078521_gene
CDKN2B	sgRNA_22078478.22078659_22078548_gene
p16.dialup	sgRNA_22078478.22078659_22078548_gene
p14.dialup	sgRNA_22078478.22078659_22078548_gene
CDKN2B	sgRNA_22078478.22078659_22078591_gene
p16.dialup	sgRNA_22078478.22078659_22078591_gene
p14.dialup	sgRNA_22078478.22078659_22078591_gene
CDKN2B	sgRNA_22079897.22080362_22079919_gene
p16.dialup	sgRNA_22079897.22080362_22079919_gene
p14.dialup	sgRNA_22079897.22080362_22079919_gene
CDKN2B	sgRNA_22079897.22080362_22079927_gene
p16.dialup	sgRNA_22079897.22080362_22079927_gene
p14.dialup	sgRNA_22079897.22080362_22079927_gene
CDKN2B	sgRNA_22079897.22080362_22080067_gene
p16.dialup	sgRNA_22079897.22080362_22080067_gene
p14.dialup	sgRNA_22079897.22080362_22080067_gene
CDKN2B	sgRNA_22079897.22080362_22080188_gene
p16.dialup	sgRNA_22079897.22080362_22080188_gene
p14.dialup	sgRNA_22079897.22080362_22080188_gene
CDKN2B	sgRNA_22083329.22083491_22083409_gene
p16.dialup	sgRNA_22083329.22083491_22083409_gene
p14.dialup	sgRNA_22083329.22083491_22083409_gene
CDKN2B	sgRNA_22083329.22083491_22083441_gene
p16.dialup	sgRNA_22083329.22083491_22083441_gene
p14.dialup	sgRNA_22083329.22083491_22083441_gene
CDKN2B	sgRNA_22083329.22083491_22083465_gene
p16.dialup	sgRNA_22083329.22083491_22083465_gene
p14.dialup	sgRNA_22083329.22083491_22083465_gene
CDKN2B	sgRNA_22084660.22085153_22084801_gene
p16.dialup	sgRNA_22084660.22085153_22084801_gene
p14.dialup	sgRNA_22084660.22085153_22084801_gene
CDKN2B	sgRNA_22084660.22085153_22084872_gene
p16.dialup	sgRNA_22084660.22085153_22084872_gene
p14.dialup	sgRNA_22084660.22085153_22084872_gene
CDKN2B	sgRNA_22084660.22085153_22084892_gene
p16.dialup	sgRNA_22084660.22085153_22084892_gene
p14.dialup	sgRNA_22084660.22085153_22084892_gene
CDKN2B	sgRNA_22084660.22085153_22084983_gene
p16.dialup	sgRNA_22084660.22085153_22084983_gene
p14.dialup	sgRNA_22084660.22085153_22084983_gene
CDKN2B	sgRNA_22088687.22089037_22088902_gene
p16.dialup	sgRNA_22088687.22089037_22088902_gene
p14.dialup	sgRNA_22088687.22089037_22088902_gene
CDKN2B	sgRNA_22088687.22089037_22088910_gene
p16.dialup	sgRNA_22088687.22089037_22088910_gene
p14.dialup	sgRNA_22088687.22089037_22088910_gene
CDKN2B	sgRNA_22088687.22089037_22088926_gene
p16.dialup	sgRNA_22088687.22089037_22088926_gene
p14.dialup	sgRNA_22088687.22089037_22088926_gene
CDKN2B	sgRNA_22088687.22089037_22088973_gene
p16.dialup	sgRNA_22088687.22089037_22088973_gene
p14.dialup	sgRNA_22088687.22089037_22088973_gene
CDKN2B	sgRNA_22097733.22098066_22097842_gene
p16.dialup	sgRNA_22097733.22098066_22097842_gene
p14.dialup	sgRNA_22097733.22098066_22097842_gene
CDKN2B	sgRNA_22097733.22098066_22098022_gene
p16.dialup	sgRNA_22097733.22098066_22098022_gene
p14.dialup	sgRNA_22097733.22098066_22098022_gene
CDKN2B	sgRNA_22097733.22098066_22098036_gene
p16.dialup	sgRNA_22097733.22098066_22098036_gene
p14.dialup	sgRNA_22097733.22098066_22098036_gene
CDKN2B	sgRNA_22098665.22099204_22098830_gene
p16.dialup	sgRNA_22098665.22099204_22098830_gene
p14.dialup	sgRNA_22098665.22099204_22098830_gene
CDKN2B	sgRNA_22098665.22099204_22098835_gene
p16.dialup	sgRNA_22098665.22099204_22098835_gene
p14.dialup	sgRNA_22098665.22099204_22098835_gene
CDKN2B	sgRNA_22098665.22099204_22099064_gene
p16.dialup	sgRNA_22098665.22099204_22099064_gene
p14.dialup	sgRNA_22098665.22099204_22099064_gene
CDKN2B	sgRNA_22098665.22099204_22099151_gene
p16.dialup	sgRNA_22098665.22099204_22099151_gene
p14.dialup	sgRNA_22098665.22099204_22099151_gene
CDKN2B	sgRNA_22100742.22100978_22100775_gene
p16.dialup	sgRNA_22100742.22100978_22100775_gene
p14.dialup	sgRNA_22100742.22100978_22100775_gene
CDKN2B	sgRNA_22100742.22100978_22100844_gene
p16.dialup	sgRNA_22100742.22100978_22100844_gene
p14.dialup	sgRNA_22100742.22100978_22100844_gene
CDKN2B	sgRNA_22100742.22100978_22100855_gene
p16.dialup	sgRNA_22100742.22100978_22100855_gene
p14.dialup	sgRNA_22100742.22100978_22100855_gene
CDKN2B	sgRNA_22100742.22100978_22100939_gene
p16.dialup	sgRNA_22100742.22100978_22100939_gene
p14.dialup	sgRNA_22100742.22100978_22100939_gene
CDKN2B	sgRNA_22102660.22103014_22102834_gene
p16.dialup	sgRNA_22102660.22103014_22102834_gene
p14.dialup	sgRNA_22102660.22103014_22102834_gene
CDKN2B	sgRNA_22102660.22103014_22102863_gene
p16.dialup	sgRNA_22102660.22103014_22102863_gene
p14.dialup	sgRNA_22102660.22103014_22102863_gene
CDKN2B	sgRNA_22102660.22103014_22102892_gene
p16.dialup	sgRNA_22102660.22103014_22102892_gene
p14.dialup	sgRNA_22102660.22103014_22102892_gene
CDKN2B	sgRNA_22102660.22103014_22102936_gene
p16.dialup	sgRNA_22102660.22103014_22102936_gene
p14.dialup	sgRNA_22102660.22103014_22102936_gene
CDKN2B	sgRNA_22103197.22103638_22103368_gene
p16.dialup	sgRNA_22103197.22103638_22103368_gene
p14.dialup	sgRNA_22103197.22103638_22103368_gene
CDKN2B	sgRNA_22103197.22103638_22103513_gene
p16.dialup	sgRNA_22103197.22103638_22103513_gene
p14.dialup	sgRNA_22103197.22103638_22103513_gene
CDKN2B	sgRNA_22103197.22103638_22103560_gene
p16.dialup	sgRNA_22103197.22103638_22103560_gene
p14.dialup	sgRNA_22103197.22103638_22103560_gene
CDKN2B	sgRNA_22107196.22107619_22107228_gene
p16.dialup	sgRNA_22107196.22107619_22107228_gene
p14.dialup	sgRNA_22107196.22107619_22107228_gene
CDKN2B	sgRNA_22107196.22107619_22107295_gene
p16.dialup	sgRNA_22107196.22107619_22107295_gene
p14.dialup	sgRNA_22107196.22107619_22107295_gene
CDKN2B	sgRNA_22107196.22107619_22107334_gene
p16.dialup	sgRNA_22107196.22107619_22107334_gene
p14.dialup	sgRNA_22107196.22107619_22107334_gene
CDKN2B	sgRNA_22107196.22107619_22107369_gene
p16.dialup	sgRNA_22107196.22107619_22107369_gene
p14.dialup	sgRNA_22107196.22107619_22107369_gene
CDKN2B	sgRNA_22107679.22107951_22107794_gene
p16.dialup	sgRNA_22107679.22107951_22107794_gene
p14.dialup	sgRNA_22107679.22107951_22107794_gene
CDKN2B	sgRNA_22107679.22107951_22107843_gene
p16.dialup	sgRNA_22107679.22107951_22107843_gene
p14.dialup	sgRNA_22107679.22107951_22107843_gene
CDKN2B	sgRNA_22107679.22107951_22107871_gene
p16.dialup	sgRNA_22107679.22107951_22107871_gene
p14.dialup	sgRNA_22107679.22107951_22107871_gene
CDKN2B	sgRNA_22107679.22107951_22107887_gene
p16.dialup	sgRNA_22107679.22107951_22107887_gene
p14.dialup	sgRNA_22107679.22107951_22107887_gene
CDKN2B	sgRNA_22108542.22108924_22108544_gene
p16.dialup	sgRNA_22108542.22108924_22108544_gene
p14.dialup	sgRNA_22108542.22108924_22108544_gene
CDKN2B	sgRNA_22108542.22108924_22108774_gene
p16.dialup	sgRNA_22108542.22108924_22108774_gene
p14.dialup	sgRNA_22108542.22108924_22108774_gene
CDKN2B	sgRNA_22108542.22108924_22108812_gene
p16.dialup	sgRNA_22108542.22108924_22108812_gene
p14.dialup	sgRNA_22108542.22108924_22108812_gene
CDKN2B	sgRNA_22108542.22108924_22108818_gene
p16.dialup	sgRNA_22108542.22108924_22108818_gene
p14.dialup	sgRNA_22108542.22108924_22108818_gene
CDKN2B	sgRNA_22109107.22109299_22109107_gene
p16.dialup	sgRNA_22109107.22109299_22109107_gene
p14.dialup	sgRNA_22109107.22109299_22109107_gene
CDKN2B	sgRNA_22109107.22109299_22109192_gene
p16.dialup	sgRNA_22109107.22109299_22109192_gene
p14.dialup	sgRNA_22109107.22109299_22109192_gene
CDKN2B	sgRNA_22109107.22109299_22109245_gene
p16.dialup	sgRNA_22109107.22109299_22109245_gene
p14.dialup	sgRNA_22109107.22109299_22109245_gene
CDKN2B	sgRNA_22109107.22109299_22109260_gene
p16.dialup	sgRNA_22109107.22109299_22109260_gene
p14.dialup	sgRNA_22109107.22109299_22109260_gene
CDKN2B	sgRNA_22110048.22110235_22110071_gene
p16.dialup	sgRNA_22110048.22110235_22110071_gene
p14.dialup	sgRNA_22110048.22110235_22110071_gene
CDKN2B	sgRNA_22110048.22110235_22110123_gene
p16.dialup	sgRNA_22110048.22110235_22110123_gene
p14.dialup	sgRNA_22110048.22110235_22110123_gene
CDKN2B	sgRNA_22110048.22110235_22110157_gene
p16.dialup	sgRNA_22110048.22110235_22110157_gene
p14.dialup	sgRNA_22110048.22110235_22110157_gene
CDKN2B	sgRNA_22111189.22111552_22111262_gene
p16.dialup	sgRNA_22111189.22111552_22111262_gene
p14.dialup	sgRNA_22111189.22111552_22111262_gene
CDKN2B	sgRNA_22111189.22111552_22111265_gene
p16.dialup	sgRNA_22111189.22111552_22111265_gene
p14.dialup	sgRNA_22111189.22111552_22111265_gene
CDKN2B	sgRNA_22111189.22111552_22111309_gene
p16.dialup	sgRNA_22111189.22111552_22111309_gene
p14.dialup	sgRNA_22111189.22111552_22111309_gene
CDKN2B	sgRNA_22111189.22111552_22111328_gene
p16.dialup	sgRNA_22111189.22111552_22111328_gene
p14.dialup	sgRNA_22111189.22111552_22111328_gene
CDKN2B	sgRNA_22111884.22112211_22111910_gene
p16.dialup	sgRNA_22111884.22112211_22111910_gene
p14.dialup	sgRNA_22111884.22112211_22111910_gene
CDKN2B	sgRNA_22111884.22112211_22111985_gene
p16.dialup	sgRNA_22111884.22112211_22111985_gene
p14.dialup	sgRNA_22111884.22112211_22111985_gene
CDKN2B	sgRNA_22111884.22112211_22112102_gene
p16.dialup	sgRNA_22111884.22112211_22112102_gene
p14.dialup	sgRNA_22111884.22112211_22112102_gene
CDKN2B	sgRNA_22111884.22112211_22112128_gene
p16.dialup	sgRNA_22111884.22112211_22112128_gene
p14.dialup	sgRNA_22111884.22112211_22112128_gene
CDKN2B	sgRNA_22114639.22115733_22115198_gene
p16.dialup	sgRNA_22114639.22115733_22115198_gene
p14.dialup	sgRNA_22114639.22115733_22115198_gene
CDKN2B	sgRNA_22114639.22115733_22115349_gene
p16.dialup	sgRNA_22114639.22115733_22115349_gene
p14.dialup	sgRNA_22114639.22115733_22115349_gene
CDKN2B	sgRNA_22114639.22115733_22115620_gene
p16.dialup	sgRNA_22114639.22115733_22115620_gene
p14.dialup	sgRNA_22114639.22115733_22115620_gene
CDKN2B	sgRNA_22114639.22115733_22115653_gene
p16.dialup	sgRNA_22114639.22115733_22115653_gene
p14.dialup	sgRNA_22114639.22115733_22115653_gene
CDKN2B	sgRNA_22117396.22117775_22117513_gene
p16.dialup	sgRNA_22117396.22117775_22117513_gene
p14.dialup	sgRNA_22117396.22117775_22117513_gene
CDKN2B	sgRNA_22117396.22117775_22117631_gene
p16.dialup	sgRNA_22117396.22117775_22117631_gene
p14.dialup	sgRNA_22117396.22117775_22117631_gene
CDKN2B	sgRNA_22117396.22117775_22117691_gene
p16.dialup	sgRNA_22117396.22117775_22117691_gene
p14.dialup	sgRNA_22117396.22117775_22117691_gene
CDKN2B	sgRNA_22117396.22117775_22117737_gene
p16.dialup	sgRNA_22117396.22117775_22117737_gene
p14.dialup	sgRNA_22117396.22117775_22117737_gene
CDKN2B	sgRNA_22117784.22118022_22117876_gene
p16.dialup	sgRNA_22117784.22118022_22117876_gene
p14.dialup	sgRNA_22117784.22118022_22117876_gene
CDKN2B	sgRNA_22117784.22118022_22117914_gene
p16.dialup	sgRNA_22117784.22118022_22117914_gene
p14.dialup	sgRNA_22117784.22118022_22117914_gene
CDKN2B	sgRNA_22117784.22118022_22117988_gene
p16.dialup	sgRNA_22117784.22118022_22117988_gene
p14.dialup	sgRNA_22117784.22118022_22117988_gene
CDKN2B	sgRNA_22117784.22118022_22118017_gene
p16.dialup	sgRNA_22117784.22118022_22118017_gene
p14.dialup	sgRNA_22117784.22118022_22118017_gene
CDKN2B	sgRNA_22118100.22118351_22118122_gene
p16.dialup	sgRNA_22118100.22118351_22118122_gene
p14.dialup	sgRNA_22118100.22118351_22118122_gene
CDKN2B	sgRNA_22118100.22118351_22118151_gene
p16.dialup	sgRNA_22118100.22118351_22118151_gene
p14.dialup	sgRNA_22118100.22118351_22118151_gene
CDKN2B	sgRNA_22118100.22118351_22118193_gene
p16.dialup	sgRNA_22118100.22118351_22118193_gene
p14.dialup	sgRNA_22118100.22118351_22118193_gene
CDKN2B	sgRNA_22118100.22118351_22118216_gene
p16.dialup	sgRNA_22118100.22118351_22118216_gene
p14.dialup	sgRNA_22118100.22118351_22118216_gene
CDKN2B	sgRNA_22118558.22118792_22118580_gene
p16.dialup	sgRNA_22118558.22118792_22118580_gene
p14.dialup	sgRNA_22118558.22118792_22118580_gene
CDKN2B	sgRNA_22118558.22118792_22118602_gene
p16.dialup	sgRNA_22118558.22118792_22118602_gene
p14.dialup	sgRNA_22118558.22118792_22118602_gene
CDKN2B	sgRNA_22118558.22118792_22118662_gene
p16.dialup	sgRNA_22118558.22118792_22118662_gene
p14.dialup	sgRNA_22118558.22118792_22118662_gene
CDKN2B	sgRNA_22118558.22118792_22118744_gene
p16.dialup	sgRNA_22118558.22118792_22118744_gene
p14.dialup	sgRNA_22118558.22118792_22118744_gene
CDKN2B	sgRNA_22119168.22119366_22119172_gene
p16.dialup	sgRNA_22119168.22119366_22119172_gene
p14.dialup	sgRNA_22119168.22119366_22119172_gene
CDKN2B	sgRNA_22119168.22119366_22119195_gene
p16.dialup	sgRNA_22119168.22119366_22119195_gene
p14.dialup	sgRNA_22119168.22119366_22119195_gene
CDKN2B	sgRNA_22119168.22119366_22119359_gene
p16.dialup	sgRNA_22119168.22119366_22119359_gene
p14.dialup	sgRNA_22119168.22119366_22119359_gene
CDKN2B	sgRNA_22119639.22119853_22119657_gene
p16.dialup	sgRNA_22119639.22119853_22119657_gene
p14.dialup	sgRNA_22119639.22119853_22119657_gene
CDKN2B	sgRNA_22119639.22119853_22119736_gene
p16.dialup	sgRNA_22119639.22119853_22119736_gene
p14.dialup	sgRNA_22119639.22119853_22119736_gene
CDKN2B	sgRNA_22119639.22119853_22119770_gene
p16.dialup	sgRNA_22119639.22119853_22119770_gene
p14.dialup	sgRNA_22119639.22119853_22119770_gene
CDKN2B	sgRNA_22119639.22119853_22119807_gene
p16.dialup	sgRNA_22119639.22119853_22119807_gene
p14.dialup	sgRNA_22119639.22119853_22119807_gene
CDKN2B	sgRNA_22120609.22120986_22120665_gene
p16.dialup	sgRNA_22120609.22120986_22120665_gene
p14.dialup	sgRNA_22120609.22120986_22120665_gene
CDKN2B	sgRNA_22120609.22120986_22120747_gene
p16.dialup	sgRNA_22120609.22120986_22120747_gene
p14.dialup	sgRNA_22120609.22120986_22120747_gene
CDKN2B	sgRNA_22120609.22120986_22120831_gene
p16.dialup	sgRNA_22120609.22120986_22120831_gene
p14.dialup	sgRNA_22120609.22120986_22120831_gene
CDKN2B	sgRNA_22120609.22120986_22120987_gene
p16.dialup	sgRNA_22120609.22120986_22120987_gene
p14.dialup	sgRNA_22120609.22120986_22120987_gene
CDKN2B	sgRNA_22121333.22121499_22121403_gene
p16.dialup	sgRNA_22121333.22121499_22121403_gene
p14.dialup	sgRNA_22121333.22121499_22121403_gene
CDKN2B	sgRNA_22121333.22121499_22121464_gene
p16.dialup	sgRNA_22121333.22121499_22121464_gene
p14.dialup	sgRNA_22121333.22121499_22121464_gene
CDKN2B	sgRNA_22121333.22121499_22121472_gene
p16.dialup	sgRNA_22121333.22121499_22121472_gene
p14.dialup	sgRNA_22121333.22121499_22121472_gene
CDKN2B	sgRNA_22121333.22121499_22121473_gene
p16.dialup	sgRNA_22121333.22121499_22121473_gene
p14.dialup	sgRNA_22121333.22121499_22121473_gene
CDKN2B	sgRNA_22124373.22124582_22124383_gene
p16.dialup	sgRNA_22124373.22124582_22124383_gene
p14.dialup	sgRNA_22124373.22124582_22124383_gene
CDKN2B	sgRNA_22124373.22124582_22124428_gene
p16.dialup	sgRNA_22124373.22124582_22124428_gene
p14.dialup	sgRNA_22124373.22124582_22124428_gene
CDKN2B	sgRNA_22124373.22124582_22124438_gene
p16.dialup	sgRNA_22124373.22124582_22124438_gene
p14.dialup	sgRNA_22124373.22124582_22124438_gene
CDKN2B	sgRNA_22124373.22124582_22124455_gene
p16.dialup	sgRNA_22124373.22124582_22124455_gene
p14.dialup	sgRNA_22124373.22124582_22124455_gene
CDKN2B	sgRNA_22124598.22124976_22124694_gene
p16.dialup	sgRNA_22124598.22124976_22124694_gene
p14.dialup	sgRNA_22124598.22124976_22124694_gene
CDKN2B	sgRNA_22124598.22124976_22124786_gene
p16.dialup	sgRNA_22124598.22124976_22124786_gene
p14.dialup	sgRNA_22124598.22124976_22124786_gene
CDKN2B	sgRNA_22124598.22124976_22124798_gene
p16.dialup	sgRNA_22124598.22124976_22124798_gene
p14.dialup	sgRNA_22124598.22124976_22124798_gene
CDKN2B	sgRNA_22124598.22124976_22124931_gene
p16.dialup	sgRNA_22124598.22124976_22124931_gene
p14.dialup	sgRNA_22124598.22124976_22124931_gene
CDKN2B	sgRNA_22125328.22125519_22125412_gene
p16.dialup	sgRNA_22125328.22125519_22125412_gene
p14.dialup	sgRNA_22125328.22125519_22125412_gene
CDKN2B	sgRNA_22125328.22125519_22125451_gene
p16.dialup	sgRNA_22125328.22125519_22125451_gene
p14.dialup	sgRNA_22125328.22125519_22125451_gene
CDKN2B	sgRNA_22125328.22125519_22125519_gene
p16.dialup	sgRNA_22125328.22125519_22125519_gene
p14.dialup	sgRNA_22125328.22125519_22125519_gene
CDKN2B	sgRNA_22125328.22125519_22125520_gene
p16.dialup	sgRNA_22125328.22125519_22125520_gene
p14.dialup	sgRNA_22125328.22125519_22125520_gene
CDKN2B	sgRNA_22129183.22129538_22129263_gene
p16.dialup	sgRNA_22129183.22129538_22129263_gene
p14.dialup	sgRNA_22129183.22129538_22129263_gene
CDKN2B	sgRNA_22129183.22129538_22129268_gene
p16.dialup	sgRNA_22129183.22129538_22129268_gene
p14.dialup	sgRNA_22129183.22129538_22129268_gene
CDKN2B	sgRNA_22129183.22129538_22129362_gene
p16.dialup	sgRNA_22129183.22129538_22129362_gene
p14.dialup	sgRNA_22129183.22129538_22129362_gene
CDKN2B	sgRNA_22136699.22137102_22136856_gene
p16.dialup	sgRNA_22136699.22137102_22136856_gene
p14.dialup	sgRNA_22136699.22137102_22136856_gene
CDKN2B	sgRNA_22136699.22137102_22136952_gene
p16.dialup	sgRNA_22136699.22137102_22136952_gene
p14.dialup	sgRNA_22136699.22137102_22136952_gene
CDKN2B	sgRNA_22136699.22137102_22136958_gene
p16.dialup	sgRNA_22136699.22137102_22136958_gene
p14.dialup	sgRNA_22136699.22137102_22136958_gene
CDKN2B	sgRNA_22136699.22137102_22136971_gene
p16.dialup	sgRNA_22136699.22137102_22136971_gene
p14.dialup	sgRNA_22136699.22137102_22136971_gene
CDKN2B	sgRNA_22139099.22139306_22139108_gene
p16.dialup	sgRNA_22139099.22139306_22139108_gene
p14.dialup	sgRNA_22139099.22139306_22139108_gene
CDKN2B	sgRNA_22139099.22139306_22139143_gene
p16.dialup	sgRNA_22139099.22139306_22139143_gene
p14.dialup	sgRNA_22139099.22139306_22139143_gene
CDKN2B	sgRNA_22139099.22139306_22139173_gene
p16.dialup	sgRNA_22139099.22139306_22139173_gene
p14.dialup	sgRNA_22139099.22139306_22139173_gene
CDKN2B	sgRNA_22141948.22142311_22141987_gene
p16.dialup	sgRNA_22141948.22142311_22141987_gene
p14.dialup	sgRNA_22141948.22142311_22141987_gene
CDKN2B	sgRNA_22141948.22142311_22142075_gene
p16.dialup	sgRNA_22141948.22142311_22142075_gene
p14.dialup	sgRNA_22141948.22142311_22142075_gene
CDKN2B	sgRNA_22141948.22142311_22142108_gene
p16.dialup	sgRNA_22141948.22142311_22142108_gene
p14.dialup	sgRNA_22141948.22142311_22142108_gene
CDKN2B	sgRNA_22141948.22142311_22142145_gene
p16.dialup	sgRNA_22141948.22142311_22142145_gene
p14.dialup	sgRNA_22141948.22142311_22142145_gene
CDKN2B	sgRNA_22142693.22143075_22142831_gene
p16.dialup	sgRNA_22142693.22143075_22142831_gene
p14.dialup	sgRNA_22142693.22143075_22142831_gene
CDKN2B	sgRNA_22142693.22143075_22142900_gene
p16.dialup	sgRNA_22142693.22143075_22142900_gene
p14.dialup	sgRNA_22142693.22143075_22142900_gene
CDKN2B	sgRNA_22142693.22143075_22142904_gene
p16.dialup	sgRNA_22142693.22143075_22142904_gene
p14.dialup	sgRNA_22142693.22143075_22142904_gene
CDKN2B	sgRNA_22142693.22143075_22142983_gene
p16.dialup	sgRNA_22142693.22143075_22142983_gene
p14.dialup	sgRNA_22142693.22143075_22142983_gene
CDKN2B	sgRNA_22144295.22144611_22144340_gene
p16.dialup	sgRNA_22144295.22144611_22144340_gene
p14.dialup	sgRNA_22144295.22144611_22144340_gene
CDKN2B	sgRNA_22144295.22144611_22144410_gene
p16.dialup	sgRNA_22144295.22144611_22144410_gene
p14.dialup	sgRNA_22144295.22144611_22144410_gene
CDKN2B	sgRNA_22144295.22144611_22144472_gene
p16.dialup	sgRNA_22144295.22144611_22144472_gene
p14.dialup	sgRNA_22144295.22144611_22144472_gene
CDKN2B	sgRNA_22144295.22144611_22144514_gene
p16.dialup	sgRNA_22144295.22144611_22144514_gene
p14.dialup	sgRNA_22144295.22144611_22144514_gene
CDKN2B	sgRNA_22147840.22148133_22147864_gene
p16.dialup	sgRNA_22147840.22148133_22147864_gene
p14.dialup	sgRNA_22147840.22148133_22147864_gene
CDKN2B	sgRNA_22147840.22148133_22147884_gene
p16.dialup	sgRNA_22147840.22148133_22147884_gene
p14.dialup	sgRNA_22147840.22148133_22147884_gene
CDKN2B	sgRNA_22147840.22148133_22147981_gene
p16.dialup	sgRNA_22147840.22148133_22147981_gene
p14.dialup	sgRNA_22147840.22148133_22147981_gene
CDKN2B	sgRNA_22147840.22148133_22148120_gene
p16.dialup	sgRNA_22147840.22148133_22148120_gene
p14.dialup	sgRNA_22147840.22148133_22148120_gene
CDKN2B	sgRNA_22148199.22148548_22148299_gene
p16.dialup	sgRNA_22148199.22148548_22148299_gene
p14.dialup	sgRNA_22148199.22148548_22148299_gene
CDKN2B	sgRNA_22148199.22148548_22148321_gene
p16.dialup	sgRNA_22148199.22148548_22148321_gene
p14.dialup	sgRNA_22148199.22148548_22148321_gene
CDKN2B	sgRNA_22148199.22148548_22148387_gene
p16.dialup	sgRNA_22148199.22148548_22148387_gene
p14.dialup	sgRNA_22148199.22148548_22148387_gene
CDKN2B	sgRNA_22148199.22148548_22148458_gene
p16.dialup	sgRNA_22148199.22148548_22148458_gene
p14.dialup	sgRNA_22148199.22148548_22148458_gene
CDKN2B	sgRNA_22148828.22149225_22148956_gene
p16.dialup	sgRNA_22148828.22149225_22148956_gene
p14.dialup	sgRNA_22148828.22149225_22148956_gene
CDKN2B	sgRNA_22148828.22149225_22149049_gene
p16.dialup	sgRNA_22148828.22149225_22149049_gene
p14.dialup	sgRNA_22148828.22149225_22149049_gene
CDKN2B	sgRNA_22148828.22149225_22149088_gene
p16.dialup	sgRNA_22148828.22149225_22149088_gene
p14.dialup	sgRNA_22148828.22149225_22149088_gene
CDKN2B	sgRNA_22148828.22149225_22149194_gene
p16.dialup	sgRNA_22148828.22149225_22149194_gene
p14.dialup	sgRNA_22148828.22149225_22149194_gene
CDKN2B	sgRNA_22152945.22153183_22152965_gene
p16.dialup	sgRNA_22152945.22153183_22152965_gene
p14.dialup	sgRNA_22152945.22153183_22152965_gene
CDKN2B	sgRNA_22152945.22153183_22153102_gene
p16.dialup	sgRNA_22152945.22153183_22153102_gene
p14.dialup	sgRNA_22152945.22153183_22153102_gene
CDKN2B	sgRNA_22152945.22153183_22153103_gene
p16.dialup	sgRNA_22152945.22153183_22153103_gene
p14.dialup	sgRNA_22152945.22153183_22153103_gene
CDKN2B	sgRNA_22152945.22153183_22153107_gene
p16.dialup	sgRNA_22152945.22153183_22153107_gene
p14.dialup	sgRNA_22152945.22153183_22153107_gene
CDKN2B	sgRNA_22154472.22154754_22154673_gene
p16.dialup	sgRNA_22154472.22154754_22154673_gene
p14.dialup	sgRNA_22154472.22154754_22154673_gene
CDKN2B	sgRNA_22154472.22154754_22154707_gene
p16.dialup	sgRNA_22154472.22154754_22154707_gene
p14.dialup	sgRNA_22154472.22154754_22154707_gene
CDKN2B	sgRNA_22154472.22154754_22154722_gene
p16.dialup	sgRNA_22154472.22154754_22154722_gene
p14.dialup	sgRNA_22154472.22154754_22154722_gene
CDKN2B	sgRNA_22154758.22154864_22154773_gene
p16.dialup	sgRNA_22154758.22154864_22154773_gene
p14.dialup	sgRNA_22154758.22154864_22154773_gene
CDKN2B	sgRNA_22154758.22154864_22154792_gene
p16.dialup	sgRNA_22154758.22154864_22154792_gene
p14.dialup	sgRNA_22154758.22154864_22154792_gene
CDKN2B	sgRNA_22154758.22154864_22154811_gene
p16.dialup	sgRNA_22154758.22154864_22154811_gene
p14.dialup	sgRNA_22154758.22154864_22154811_gene
CDKN2B	sgRNA_22154758.22154864_22154828_gene
p16.dialup	sgRNA_22154758.22154864_22154828_gene
p14.dialup	sgRNA_22154758.22154864_22154828_gene
CDKN2B	sgRNA_22156679.22156971_22156697_gene
p16.dialup	sgRNA_22156679.22156971_22156697_gene
p14.dialup	sgRNA_22156679.22156971_22156697_gene
CDKN2B	sgRNA_22156679.22156971_22156794_gene
p16.dialup	sgRNA_22156679.22156971_22156794_gene
p14.dialup	sgRNA_22156679.22156971_22156794_gene
CDKN2B	sgRNA_22157140.22157718_22157338_gene
p16.dialup	sgRNA_22157140.22157718_22157338_gene
p14.dialup	sgRNA_22157140.22157718_22157338_gene
CDKN2B	sgRNA_22157140.22157718_22157341_gene
p16.dialup	sgRNA_22157140.22157718_22157341_gene
p14.dialup	sgRNA_22157140.22157718_22157341_gene
CDKN2B	sgRNA_22157140.22157718_22157437_gene
p16.dialup	sgRNA_22157140.22157718_22157437_gene
p14.dialup	sgRNA_22157140.22157718_22157437_gene
CDKN2B	sgRNA_22157140.22157718_22157447_gene
p16.dialup	sgRNA_22157140.22157718_22157447_gene
p14.dialup	sgRNA_22157140.22157718_22157447_gene
CDKN2B	sgRNA_22158341.22158535_22158342_gene
